"gene","PresAbs"
"Atp11a",1
"Atp11b",1
"Atp11c",1
"Atp13a1",1
"Atp13a2",1
"Atp13a3",1
"Atp13a4",1
"Atp13a5",1
"Atp1a1",1
"Atp1a2",1
"Atp1a3",1
"Atp1a4",1
"Atp1b1",1
"Atp1b2",1
"Atp1b3",1
"Atp2a1",1
"Atp2a2",1
"Atp2a3",1
"Atp2b1",1
"Atp2b2",1
"Atp2b3",1
"Atp2b4",1
"Atp2c1",1
"Atp2c2",1
"Atp4a",1
"Atp5a1",1
"Atp5b",1
"Atp5c1",1
"Atp5d",1
"Atp5e",1
"Atp5f1",1
"Atp5g1",1
"Atp5g2",1
"Atp5g3",1
"Atp5h",1
"Atp5j",1
"Atp5j2",1
"Atp5k",1
"Atp5l",1
"Atp5o",1
"Atp5s",1
"Atp5sl",1
"Atp6ap1",1
"Atp6ap1l",1
"Atp6ap2",1
"Atp6v0a1",1
"Atp6v0a2",1
"Atp6v0a4",1
"Atp6v0b",1
"Atp6v0c",1
"Atp6v0d1",1
"Atp6v0d2",1
"Atp6v0e",1
"Atp6v0e2",1
"Atp6v1a",1
"Atp6v1b1",1
"Atp6v1b2",1
"Atp6v1c1",1
"Atp6v1d",1
"Atp6v1e1",1
"Atp6v1e2",1
"Atp6v1f",1
"Atp6v1g1",1
"Atp6v1g2",1
"Atp6v1g3",1
"Atp6v1h",1
"Atp7a",1
"Atp7b",1
"Atp8a1",1
"Atp8a2",1
"Atp8b1",1
"Atp8b2",1
"Atp8b3",1
"Atp8b4",1
"Atp8b5",1
"Atp9a",1
"Atp9b",1
"Atpaf1",1
"Atpaf2",1
"Atpif1",1
"Atr",1
"Atraid",1
"Atrip",1
"Atrn",1
"Atrnl1",1
"Atrx",1
"Atxn1",1
"Atxn10",1
"Atxn1l",1
"Atxn2",1
"Atxn2l",1
"Atxn3",1
"Atxn7",1
"Atxn7l1",1
"Atxn7l2",1
"Atxn7l3",1
"Atxn7l3b",1
"AU018091",1
"AU019823",1
"AU021092",1
"AU022252",1
"AU022751",1
"AU040320",1
"AU041133",1
"Auh",1
"Aunip",1
"Aup1",1
"Aurka",1
"Aurkaip1",1
"Auts2",1
"Aven",1
"Avil",1
"Avl9",1
"Avp",1
"Avpi1",1
"Avpr1a",1
"Avpr1b",1
"Avpr2",1
"AW011738",1
"AW146154",1
"AW209491",1
"AW549877",1
"AW551984",1
"AW554918",1
"Awat2",1
"Axin1",1
"Axin2",1
"Axl",1
"AY074887",1
"Azi2",1
"Azin1",1
"Azin2",1
"B130006D01Rik",1
"B230118H07Rik",1
"B230217C12Rik",1
"B230219D22Rik",1
"B230307C23Rik",1
"B2m",1
"B3galnt1",1
"B3galnt2",1
"B3galt1",1
"B3galt2",1
"B3galt4",1
"B3galt5",1
"B3galt6",1
"B3gat1",1
"B3gat2",1
"B3gat3",1
"B3glct",1
"B3gnt2",1
"B3gnt3",1
"B3gnt4",1
"B3gnt5",1
"B3gnt6",1
"B3gnt7",1
"B3gnt8",1
"B3gnt9",1
"B3gntl1",1
"B430203G13Rik",1
"B430218F22Rik",1
"B430305J03Rik",1
"B430306N03Rik",1
"B4galnt1",1
"B4galnt2",1
"B4galnt3",1
"B4galnt4",1
"B4galt1",1
"B4galt2",1
"B4galt3",1
"B4galt4",1
"B4galt5",1
"B4galt6",1
"B4galt7",1
"B4gat1",1
"B630019K06Rik",1
"B930094E09Rik",1
"B9d1",1
"B9d2",1
"Baalc",1
"Babam1",1
"Bace1",1
"Bace2",1
"Bach1",1
"Bach2",1
"Bad",1
"Bag1",1
"Bag2",1
"Bag3",1
"Bag4",1
"Bag5",1
"Bag6",1
"Bahcc1",1
"Bahd1",1
"Baiap2",1
"Baiap2l1",1
"Baiap2l2",1
"Baiap3",1
"Bak1",1
"Bambi",1
"Banf1",1
"Bank1",1
"Banp",1
"Bap1",1
"Bard1",1
"Barhl2",1
"Barx2",1
"Basp1",1
"Batf",1
"Batf3",1
"Bax",1
"Baz1a",1
"Baz1b",1
"Baz2a",1
"Baz2b",1
"Bbc3",1
"Bbip1",1
"Bbof1",1
"Bbox1",1
"Bbs1",1
"Bbs10",1
"Bbs12",1
"Bbs2",1
"Bbs4",1
"Bbs5",1
"Bbs7",1
"Bbs9",1
"Bbx",1
"BC003331",1
"BC003965",1
"BC004004",1
"BC005537",1
"BC005561",1
"BC005624",1
"BC016579",1
"BC017158",1
"BC017643",1
"BC021891",1
"BC022687",1
"BC024139",1
"BC024978",1
"BC025920",1
"BC026585",1
"BC028528",1
"BC029214",1
"BC029722",1
"BC030336",1
"BC030499",1
"BC030500",1
"BC030867",1
"BC030870",1
"BC031181",1
"BC034090",1
"BC035044",1
"BC035947",1
"BC037034",1
"BC048403",1
"BC048507",1
"BC048546",1
"BC049352",1
"BC049715",1
"BC051019",1
"BC051142",1
"BC052040",1
"BC053393",1
"BC055324",1
"BC067074",1
"BC068281",1
"BC089491",1
"BC100451",1
"BC106179",1
"BC107364",1
"BC147527",1
"Bcam",1
"Bcan",1
"Bcap29",1
"Bcap31",1
"Bcar1",1
"Bcar3",1
"Bcas1",1
"Bcas2",1
"Bcas3",1
"Bcat1",1
"Bcat2",1
"Bccip",1
"Bcdin3d",1
"Bche",1
"Bckdha",1
"Bckdhb",1
"Bckdk",1
"Bcl10",1
"Bcl11a",1
"Bcl11b",1
"Bcl2",1
"Bcl2a1a",1
"Bcl2a1b",1
"Bcl2a1d",1
"Bcl2l1",1
"Bcl2l10",1
"Bcl2l11",1
"Bcl2l12",1
"Bcl2l13",1
"Bcl2l15",1
"Bcl2l2",1
"Bcl3",1
"Bcl6",1
"Bcl6b",1
"Bcl7a",1
"Bcl7b",1
"Bcl7c",1
"Bcl9",1
"Bcl9l",1
"Bclaf1",1
"Bco1",1
"Bco2",1
"Bcor",1
"Bcorl1",1
"Bcr",1
"Bcs1l",1
"Bdh1",1
"Bdh2",1
"Bdkrb2",1
"Bdnf",1
"Bdp1",1
"Bean1",1
"Becn1",1
"Begain",1
"Bend3",1
"Bend4",1
"Bend5",1
"Bend6",1
"Bend7",1
"Best1",1
"Best3",1
"Bet1",1
"Bet1l",1
"Bex1",1
"Bex2",1
"Bex4",1
"Bfar",1
"Bfsp1",1
"Bfsp2",1
"Bglap3",1
"Bgn",1
"Bhlha15",1
"Bhlha9",1
"Bhlhb9",1
"Bhlhe22",1
"Bhlhe40",1
"Bhlhe41",1
"Bhmt2",1
"Bicc1",1
"Bicd1",1
"Bicd2",1
"Bid",1
"Bin1",1
"Bin2",1
"Bin3",1
"Birc2",1
"Birc3",1
"Birc5",1
"Birc6",1
"Birc7",1
"Bivm",1
"Blcap",1
"Blm",1
"Blmh",1
"Blnk",1
"Bloc1s1",1
"Bloc1s2",1
"Bloc1s3",1
"Bloc1s4",1
"Bloc1s5",1
"Bloc1s6",1
"Blvra",1
"Blvrb",1
"Blzf1",1
"Bmf",1
"Bmi1",1
"Bmp1",1
"Bmp15",1
"Bmp2",1
"Bmp2k",1
"Bmp3",1
"Bmp4",1
"Bmp5",1
"Bmp6",1
"Bmp7",1
"Bmper",1
"Bmpr1a",1
"Bmpr1b",1
"Bmpr2",1
"Bms1",1
"Bmt2",1
"Bmx",1
"Bmyc",1
"Bnip1",1
"Bnip2",1
"Bnip3",1
"Bnip3l",1
"Boc",1
"Bod1",1
"Bod1l",1
"Bok",1
"Bola1",1
"Bola2",1
"Bola3",1
"Bop1",1
"Bora",1
"Borcs5",1
"Borcs6",1
"Borcs7",1
"Borcs8",1
"Bpgm",1
"Bphl",1
"Bpifb9a",1
"Bpifc",1
"Bpnt1",1
"Bptf",1
"Braf",1
"Brap",1
"Brat1",1
"Brca1",1
"Brca2",1
"Brcc3",1
"Brd1",1
"Brd2",1
"Brd3",1
"Brd4",1
"Brd7",1
"Brd8",1
"Brd9",1
"Brdt",1
"Bre",1
"Brf1",1
"Brf2",1
"Bri3",1
"Bri3bp",1
"Brinp1",1
"Brinp2",1
"Brinp3",1
"Brip1",1
"Brix1",1
"Brk1",1
"Brms1",1
"Brms1l",1
"Brox",1
"Brpf1",1
"Brpf3",1
"Brsk1",1
"Brsk2",1
"Brwd1",1
"Brwd3",1
"Bscl2",1
"Bsdc1",1
"Bsg",1
"Bsn",1
"Bspry",1
"Bst1",1
"Bst2",1
"Btaf1",1
"Btbd1",1
"Btbd10",1
"Btbd11",1
"Btbd16",1
"Btbd17",1
"Btbd19",1
"Btbd2",1
"Btbd3",1
"Btbd6",1
"Btbd7",1
"Btbd9",1
"Btc",1
"Btd",1
"Btf3",1
"Btf3l4",1
"Btg1",1
"Btg2",1
"Btg3",1
"Btk",1
"Btn1a1",1
"Btn2a2",1
"Btnl10",1
"Btnl2",1
"Btnl9",1
"Btrc",1
"Bub1",1
"Bub1b",1
"Bub3",1
"Bud13",1
"Bud31",1
"Bves",1
"Bysl",1
"Bzrap1",1
"Bzw1",1
"Bzw2",1
"C030048H21Rik",1
"C130032M10Rik",1
"C130050O18Rik",1
"C130073F10Rik",1
"C130074G19Rik",1
"C1d",1
"C1galt1",1
"C1galt1c1",1
"C1qa",1
"C1qb",1
"C1qbp",1
"C1qc",1
"C1ql1",1
"C1ql2",1
"C1ql3",1
"C1qtnf1",1
"C1qtnf3",1
"C1qtnf4",1
"C1qtnf5",1
"C1qtnf6",1
"C1qtnf9",1
"C1ra",1
"C1rb",1
"C1rl",1
"C1s1",1
"C1s2",1
"C2cd2",1
"C2cd2l",1
"C2cd3",1
"C2cd4a",1
"C2cd4b",1
"C2cd4c",1
"C2cd4d",1
"C2cd5",1
"C330007P06Rik",1
"C330018D20Rik",1
"C330021F23Rik",1
"C330027C09Rik",1
"C3ar1",1
"C4b",1
"C4bp",1
"C530008M17Rik",1
"C530025M09Rik",1
"C5ar1",1
"C5ar2",1
"C7",1
"C730034F03Rik",1
"C77080",1
"C77370",1
"C87414",1
"C87436",1
"C8a",1
"C8b",1
"C8g",1
"Caap1",1
"Cab39",1
"Cab39l",1
"Cabin1",1
"Cables1",1
"Cables2",1
"Cabp1",1
"Cabp4",1
"Cabp5",1
"Cabp7",1
"Cabyr",1
"Cacfd1",1
"Cachd1",1
"Cacna1a",1
"Cacna1b",1
"Cacna1c",1
"Cacna1d",1
"Cacna1e",1
"Cacna1f",1
"Cacna1g",1
"Cacna1h",1
"Cacna1i",1
"Cacna2d1",1
"Cacna2d2",1
"Cacna2d3",1
"Cacna2d4",1
"Cacnb1",1
"Cacnb2",1
"Cacnb3",1
"Cacnb4",1
"Cacng2",1
"Cacng3",1
"Cacng4",1
"Cacng5",1
"Cacng6",1
"Cacng7",1
"Cacng8",1
"Cactin",1
"Cacul1",1
"Cacybp",1
"Cad",1
"Cadm1",1
"Cadm2",1
"Cadm3",1
"Cadm4",1
"Cadps",1
"Cadps2",1
"Cage1",1
"Calb1",1
"Calb2",1
"Calca",1
"Calcoco1",1
"Calcoco2",1
"Calcrl",1
"Cald1",1
"Calhm2",1
"Calm1",1
"Calm2",1
"Calm3",1
"Calml4",1
"Caln1",1
"Calr",1
"Calr3",1
"Calr4",1
"Calu",1
"Caly",1
"Camk1",1
"Camk1d",1
"Camk1g",1
"Camk2a",1
"Camk2b",1
"Camk2d",1
"Camk2g",1
"Camk2n1",1
"Camk2n2",1
"Camk4",1
"Camkk1",1
"Camkk2",1
"Camkmt",1
"Camkv",1
"Caml",1
"Camp",1
"Camsap1",1
"Camsap2",1
"Camsap3",1
"Camta1",1
"Camta2",1
"Cand1",1
"Cand2",1
"Cant1",1
"Canx",1
"Cap1",1
"Cap2",1
"Capg",1
"Capn1",1
"Capn10",1
"Capn11",1
"Capn12",1
"Capn15",1
"Capn2",1
"Capn3",1
"Capn5",1
"Capn6",1
"Capn7",1
"Capns1",1
"Capns2",1
"Caprin1",1
"Caprin2",1
"Caps2",1
"Capsl",1
"Capza1",1
"Capza2",1
"Capzb",1
"Car10",1
"Car11",1
"Car12",1
"Car13",1
"Car14",1
"Car15",1
"Car2",1
"Car3",1
"Car4",1
"Car5a",1
"Car5b",1
"Car7",1
"Car8",1
"Car9",1
"Card10",1
"Card11",1
"Card14",1
"Card19",1
"Card6",1
"Card9",1
"Carf",1
"Carhsp1",1
"Carkd",1
"Carm1",1
"Carnmt1",1
"Carns1",1
"Cars",1
"Cars2",1
"Cartpt",1
"Casc1",1
"Casc3",1
"Casc4",1
"Casc5",1
"Casd1",1
"Cask",1
"Caskin1",1
"Caskin2",1
"Casp1",1
"Casp2",1
"Casp3",1
"Casp4",1
"Casp6",1
"Casp7",1
"Casp8",1
"Casp8ap2",1
"Casp9",1
"Casq1",1
"Casq2",1
"Cass4",1
"Cast",1
"Casz1",1
"Cat",1
"Catip",1
"Catsper2",1
"Catsper3",1
"Catsperd",1
"Catsperg1",1
"Cav1",1
"Cav2",1
"Cav3",1
"Cbarp",1
"Cbfa2t2",1
"Cbfa2t3",1
"Cbfb",1
"Cbl",1
"Cblb",1
"Cbll1",1
"Cbln1",1
"Cbln2",1
"Cbln3",1
"Cbln4",1
"Cbr1",1
"Cbr3",1
"Cbr4",1
"Cbs",1
"Cbwd1",1
"Cbx1",1
"Cbx2",1
"Cbx3",1
"Cbx4",1
"Cbx5",1
"Cbx6",1
"Cbx7",1
"Cbx8",1
"Cby1",1
"Cc2d1a",1
"Cc2d1b",1
"Cc2d2a",1
"Ccar1",1
"Ccar2",1
"Ccbe1",1
"Ccdc102a",1
"Ccdc103",1
"Ccdc105",1
"Ccdc106",1
"Ccdc107",1
"Ccdc108",1
"Ccdc109b",1
"Ccdc110",1
"Ccdc112",1
"Ccdc113",1
"Ccdc114",1
"Ccdc115",1
"Ccdc116",1
"Ccdc117",1
"Ccdc12",1
"Ccdc120",1
"Ccdc121",1
"Ccdc122",1
"Ccdc124",1
"Ccdc126",1
"Ccdc127",1
"Ccdc129",1
"Ccdc13",1
"Ccdc130",1
"Ccdc134",1
"Ccdc136",1
"Ccdc137",1
"Ccdc138",1
"Ccdc14",1
"Ccdc141",1
"Ccdc142",1
"Ccdc144b",1
"Ccdc146",1
"Ccdc148",1
"Ccdc149",1
"Ccdc15",1
"Ccdc150",1
"Ccdc151",1
"Ccdc153",1
"Ccdc155",1
"Ccdc157",1
"Ccdc158",1
"Ccdc159",1
"Ccdc160",1
"Ccdc163",1
"Ccdc166",1
"Ccdc167",1
"Ccdc169",1
"Ccdc17",1
"Ccdc170",1
"Ccdc171",1
"Ccdc173",1
"Ccdc174",1
"Ccdc175",1
"Ccdc177",1
"Ccdc18",1
"Ccdc181",1
"Ccdc183",1
"Ccdc184",1
"Ccdc185",1
"Ccdc186",1
"Ccdc187",1
"Ccdc188",1
"Ccdc189",1
"Ccdc190",1
"Ccdc191",1
"Ccdc22",1
"Ccdc24",1
"Ccdc25",1
"Ccdc28a",1
"Ccdc28b",1
"Ccdc3",1
"Ccdc30",1
"Ccdc32",1
"Ccdc33",1
"Ccdc34",1
"Ccdc36",1
"Ccdc38",1
"Ccdc39",1
"Ccdc40",1
"Ccdc43",1
"Ccdc47",1
"Ccdc50",1
"Ccdc51",1
"Ccdc53",1
"Ccdc57",1
"Ccdc58",1
"Ccdc59",1
"Ccdc6",1
"Ccdc60",1
"Ccdc61",1
"Ccdc62",1
"Ccdc64",1
"Ccdc65",1
"Ccdc66",1
"Ccdc67",1
"Ccdc69",1
"Ccdc71",1
"Ccdc71l",1
"Ccdc73",1
"Ccdc74a",1
"Ccdc77",1
"Ccdc78",1
"Ccdc7a",1
"Ccdc8",1
"Ccdc80",1
"Ccdc81",1
"Ccdc82",1
"Ccdc84",1
"Ccdc85a",1
"Ccdc85b",1
"Ccdc85c",1
"Ccdc86",1
"Ccdc87",1
"Ccdc88a",1
"Ccdc88b",1
"Ccdc88c",1
"Ccdc9",1
"Ccdc90b",1
"Ccdc91",1
"Ccdc92",1
"Ccdc92b",1
"Ccdc93",1
"Ccdc94",1
"Ccdc96",1
"Ccdc97",1
"Ccer1",1
"Ccer2",1
"Cchcr1",1
"Cck",1
"Cckar",1
"Cckbr",1
"Ccl11",1
"Ccl12",1
"Ccl17",1
"Ccl2",1
"Ccl21b",1
"Ccl22",1
"Ccl24",1
"Ccl25",1
"Ccl27a",1
"Ccl28",1
"Ccl3",1
"Ccl4",1
"Ccl5",1
"Ccl6",1
"Ccl7",1
"Ccl9",1
"Ccm2",1
"Ccm2l",1
"Ccna1",1
"Ccna2",1
"Ccnb1",1
"Ccnb2",1
"Ccnc",1
"Ccnd1",1
"Ccnd2",1
"Ccnd3",1
"Ccndbp1",1
"Ccne1",1
"Ccne2",1
"Ccnf",1
"Ccng1",1
"Ccng2",1
"Ccnh",1
"Ccni",1
"Ccnj",1
"Ccnjl",1
"Ccnk",1
"Ccnl1",1
"Ccnl2",1
"Ccno",1
"Ccnt1",1
"Ccnt2",1
"Ccny",1
"Ccnyl1",1
"Ccp110",1
"Ccpg1",1
"Ccpg1os",1
"Ccr1",1
"Ccr10",1
"Ccr2",1
"Ccr4",1
"Ccr5",1
"Ccr9",1
"Ccrl2",1
"Ccs",1
"Ccsap",1
"Ccser1",1
"Ccser2",1
"Cct2",1
"Cct3",1
"Cct4",1
"Cct5",1
"Cct7",1
"Cct8",1
"Cct8l1",1
"Ccz1",1
"Cd109",1
"Cd14",1
"Cd151",1
"Cd160",1
"Cd163",1
"Cd163l1",1
"Cd164",1
"Cd164l2",1
"Cd177",1
"Cd180",1
"Cd1d1",1
"Cd200",1
"Cd200r2",1
"Cd200r3",1
"Cd209c",1
"Cd209g",1
"Cd22",1
"Cd247",1
"Cd248",1
"Cd24a",1
"Cd27",1
"Cd274",1
"Cd276",1
"Cd2ap",1
"Cd2bp2",1
"Cd300a",1
"Cd300c2",1
"Cd300ld",1
"Cd300ld3",1
"Cd300ld5",1
"Cd300lf",1
"Cd300lg",1
"Cd302",1
"Cd320",1
"Cd33",1
"Cd34",1
"Cd37",1
"Cd38",1
"Cd3d",1
"Cd3eap",1
"Cd4",1
"Cd40",1
"Cd44",1
"Cd46",1
"Cd47",1
"Cd48",1
"Cd5",1
"Cd52",1
"Cd53",1
"Cd55",1
"Cd59a",1
"Cd59b",1
"Cd6",1
"Cd63",1
"Cd68",1
"Cd72",1
"Cd74",1
"Cd79a",1
"Cd80",1
"Cd81",1
"Cd82",1
"Cd83",1
"Cd84",1
"Cd86",1
"Cd8a",1
"Cd8b1",1
"Cd9",1
"Cd93",1
"Cd99l2",1
"Cda",1
"Cdadc1",1
"Cdan1",1
"Cdc123",1
"Cdc14a",1
"Cdc14b",1
"Cdc16",1
"Cdc23",1
"Cdc25a",1
"Cdc25b",1
"Cdc25c",1
"Cdc26",1
"Cdc27",1
"Cdc34",1
"Cdc34b",1
"Cdc37",1
"Cdc37l1",1
"Cdc40",1
"Cdc42",1
"Cdc42bpa",1
"Cdc42bpb",1
"Cdc42bpg",1
"Cdc42ep1",1
"Cdc42ep2",1
"Cdc42ep3",1
"Cdc42ep4",1
"Cdc42se1",1
"Cdc42se2",1
"Cdc45",1
"Cdc5l",1
"Cdc6",1
"Cdc7",1
"Cdc73",1
"Cdca2",1
"Cdca4",1
"Cdca5",1
"Cdca7",1
"Cdca7l",1
"Cdca8",1
"Cdcp1",1
"Cdh1",1
"Cdh10",1
"Cdh11",1
"Cdh12",1
"Cdh13",1
"Cdh15",1
"Cdh17",1
"Cdh18",1
"Cdh19",1
"Cdh2",1
"Cdh20",1
"Cdh22",1
"Cdh23",1
"Cdh24",1
"Cdh26",1
"Cdh3",1
"Cdh4",1
"Cdh5",1
"Cdh6",1
"Cdh7",1
"Cdh8",1
"Cdh9",1
"Cdhr1",1
"Cdhr2",1
"Cdhr3",1
"Cdhr4",1
"Cdip1",1
"Cdipt",1
"Cdk10",1
"Cdk11b",1
"Cdk12",1
"Cdk13",1
"Cdk14",1
"Cdk15",1
"Cdk16",1
"Cdk17",1
"Cdk18",1
"Cdk19",1
"Cdk2",1
"Cdk20",1
"Cdk2ap1",1
"Cdk2ap2",1
"Cdk4",1
"Cdk5",1
"Cdk5r1",1
"Cdk5r2",1
"Cdk5rap1",1
"Cdk5rap2",1
"Cdk5rap3",1
"Cdk6",1
"Cdk7",1
"Cdk8",1
"Cdk9",1
"Cdkal1",1
"Cdkl1",1
"Cdkl2",1
"Cdkl3",1
"Cdkl4",1
"Cdkl5",1
"Cdkn1a",1
"Cdkn1b",1
"Cdkn1c",1
"Cdkn2aip",1
"Cdkn2aipnl",1
"Cdkn2b",1
"Cdkn2c",1
"Cdkn2d",1
"Cdkn3",1
"Cdnf",1
"Cdo1",1
"Cdon",1
"Cdpf1",1
"Cdr1",1
"Cdr2",1
"Cdr2l",1
"Cds1",1
"Cds2",1
"Cdsn",1
"Cdt1",1
"Cdv3",1
"Cdyl",1
"Cdyl2",1
"Ceacam1",1
"Ceacam12",1
"Ceacam18",1
"Ceacam19",1
"Ceacam2",1
"Ceacam20",1
"Ceacam3",1
"Cebpa",1
"Cebpb",1
"Cebpd",1
"Cebpe",1
"Cebpg",1
"Cebpz",1
"Cebpzos",1
"Cecr2",1
"Cecr5",1
"Cecr6",1
"Cela1",1
"Celf1",1
"Celf2",1
"Celf3",1
"Celf4",1
"Celf5",1
"Celf6",1
"Celsr1",1
"Celsr2",1
"Celsr3",1
"Cemip",1
"Cend1",1
"Cenpa",1
"Cenpb",1
"Cenpc1",1
"Cenpe",1
"Cenpf",1
"Cenph",1
"Cenpi",1
"Cenpj",1
"Cenpk",1
"Cenpl",1
"Cenpm",1
"Cenpn",1
"Cenpo",1
"Cenpp",1
"Cenpq",1
"Cenpt",1
"Cenpu",1
"Cenpv",1
"Cenpw",1
"Cep104",1
"Cep112",1
"Cep120",1
"Cep126",1
"Cep128",1
"Cep131",1
"Cep135",1
"Cep152",1
"Cep162",1
"Cep164",1
"Cep170",1
"Cep170b",1
"Cep19",1
"Cep192",1
"Cep250",1
"Cep290",1
"Cep295",1
"Cep350",1
"Cep41",1
"Cep44",1
"Cep57",1
"Cep57l1",1
"Cep63",1
"Cep68",1
"Cep70",1
"Cep72",1
"Cep76",1
"Cep78",1
"Cep83",1
"Cep85",1
"Cep85l",1
"Cep89",1
"Cep95",1
"Cep97",1
"Cept1",1
"Cer1",1
"Cercam",1
"Cerk",1
"Cerkl",1
"Cers1",1
"Cers2",1
"Cers4",1
"Cers5",1
"Cers6",1
"Ces1g",1
"Ces2b",1
"Ces2f",1
"Ces2g",1
"Ces5a",1
"Cetn2",1
"Cetn3",1
"Cetn4",1
"Cfap100",1
"Cfap157",1
"Cfap161",1
"Cfap20",1
"Cfap36",1
"Cfap43",1
"Cfap44",1
"Cfap45",1
"Cfap46",1
"Cfap53",1
"Cfap54",1
"Cfap57",1
"Cfap58",1
"Cfap61",1
"Cfap69",1
"Cfap70",1
"Cfap73",1
"Cfap74",1
"Cfap77",1
"Cfap97",1
"Cfap99",1
"Cfb",1
"Cfdp1",1
"Cfh",1
"Cfhr1",1
"Cfhr2",1
"Cfl1",1
"Cfl2",1
"Cflar",1
"Cfp",1
"Cggbp1",1
"Cgn",1
"Cgnl1",1
"Cgref1",1
"Cgrrf1",1
"CH25-588N10.2",1
"Ch25h",1
"Chac1",1
"Chac2",1
"Chadl",1
"Chaf1a",1
"Champ1",1
"Chat",1
"Chchd1",1
"Chchd10",1
"Chchd2",1
"Chchd3",1
"Chchd4",1
"Chchd5",1
"Chchd6",1
"Chchd7",1
"Chd1",1
"Chd1l",1
"Chd2",1
"Chd3",1
"Chd3os",1
"Chd4",1
"Chd5",1
"Chd6",1
"Chd7",1
"Chd8",1
"Chd9",1
"Chdh",1
"Chek1",1
"Chek2",1
"Cherp",1
"Chfr",1
"Chga",1
"Chgb",1
"Chia1",1
"Chic1",1
"Chic2",1
"Chid1",1
"Chil1",1
"Chka",1
"Chkb",1
"Chl1",1
"Chm",1
"Chml",1
"Chmp1a",1
"Chmp1b",1
"Chmp2a",1
"Chmp2b",1
"Chmp3",1
"Chmp4b",1
"Chmp4c",1
"Chmp5",1
"Chmp6",1
"Chmp7",1
"Chn1",1
"Chn2",1
"Chordc1",1
"Chp1",1
"Chp2",1
"Chpf",1
"Chpf2",1
"Chpt1",1
"Chrac1",1
"Chrd",1
"Chrdl1",1
"Chrm1",1
"Chrm2",1
"Chrm3",1
"Chrm4",1
"Chrm5",1
"Chrna1",1
"Chrna2",1
"Chrna3",1
"Chrna4",1
"Chrna5",1
"Chrna6",1
"Chrna7",1
"Chrnb1",1
"Chrnb2",1
"Chrnb3",1
"Chrnb4",1
"Chrnd",1
"Chrne",1
"Chst1",1
"Chst10",1
"Chst11",1
"Chst12",1
"Chst14",1
"Chst15",1
"Chst2",1
"Chst3",1
"Chst5",1
"Chst7",1
"Chst8",1
"Chst9",1
"Chsy1",1
"Chsy3",1
"Chtf18",1
"Chtf8",1
"Chtop",1
"Chuk",1
"Churc1",1
"Ciao1",1
"Ciapin1",1
"Ciart",1
"Cib1",1
"Cib2",1
"Cic",1
"Cidea",1
"Cideb",1
"Ciita",1
"Cilp",1
"Cilp2",1
"Cinp",1
"Cipc",1
"Cir1",1
"Cirbp",1
"Cirh1a",1
"Cisd1",1
"Cisd2",1
"Cisd3",1
"Cish",1
"Cit",1
"Cited1",1
"Cited2",1
"Cited4",1
"Ciz1",1
"CK137956",1
"Ckap2",1
"Ckap2l",1
"Ckap4",1
"Ckap5",1
"Ckb",1
"Cklf",1
"Ckm",1
"Ckmt1",1
"Ckmt2",1
"Cks1b",1
"Cks1brt",1
"Cks2",1
"Clasp1",1
"Clasp2",1
"Clasrp",1
"Clca3a1",1
"Clca3a2",1
"Clca4a",1
"Clca4b",1
"Clcc1",1
"Clcf1",1
"Clcn1",1
"Clcn2",1
"Clcn3",1
"Clcn4",1
"Clcn5",1
"Clcn6",1
"Clcn7",1
"Cldn1",1
"Cldn10",1
"Cldn11",1
"Cldn12",1
"Cldn14",1
"Cldn15",1
"Cldn19",1
"Cldn20",1
"Cldn22",1
"Cldn23",1
"Cldn3",1
"Cldn34c1",1
"Cldn5",1
"Cldnd1",1
"Clec11a",1
"Clec14a",1
"Clec16a",1
"Clec18a",1
"Clec1a",1
"Clec2d",1
"Clec2e",1
"Clec2g",1
"Clec2h",1
"Clec2l",1
"Clec3b",1
"Clec4a1",1
"Clec4a2",1
"Clec4a3",1
"Clec5a",1
"Clec7a",1
"Clec9a",1
"Clgn",1
"Clic1",1
"Clic3",1
"Clic4",1
"Clic5",1
"Clint1",1
"Clip1",1
"Clip2",1
"Clip3",1
"Clip4",1
"Clk1",1
"Clk2",1
"Clk3",1
"Clk4",1
"Clmn",1
"Clmp",1
"Cln3",1
"Cln5",1
"Cln6",1
"Cln8",1
"Clnk",1
"Clns1a",1
"Clock",1
"Clp1",1
"Clpb",1
"Clpp",1
"Clptm1",1
"Clptm1l",1
"Clpx",1
"Clrn1",1
"Clrn2",1
"Clrn3",1
"Clspn",1
"Clstn1",1
"Clstn2",1
"Clstn3",1
"Clta",1
"Cltb",1
"Cltc",1
"Clu",1
"Cluap1",1
"Cluh",1
"Clvs1",1
"Clvs2",1
"Clybl",1
"Cmah",1
"Cmas",1
"Cmbl",1
"Cmc1",1
"Cmc2",1
"Cmc4",1
"Cmip",1
"Cmklr1",1
"Cmpk1",1
"Cmpk2",1
"Cmss1",1
"Cmtm3",1
"Cmtm4",1
"Cmtm5",1
"Cmtm6",1
"Cmtm7",1
"Cmtm8",1
"Cmtr1",1
"Cmtr2",1
"Cmya5",1
"Cnbd2",1
"Cnbp",1
"Cndp1",1
"Cndp2",1
"Cnep1r1",1
"Cnga2",1
"Cnga3",1
"Cnga4",1
"Cngb1",1
"Cngb3",1
"Cnih1",1
"Cnih2",1
"Cnih3",1
"Cnih4",1
"Cnksr1",1
"Cnksr2",1
"Cnksr3",1
"Cnn2",1
"Cnn3",1
