"gene"
"Atf5"
"C1qa"
"C1qb"
"Cdkl5"
"Clock"
"Epha6"
"Fat3"
"Grap"
"Grin2a"
"Grin2b"
"Hexb"
"Il16"
"Ltbp3"
"Pea15a"
"Prr18"
"Rgs7bp"
"Sox10"
"Stxbp5l"
"Tgfbr2"
"Tmem88b"
