"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","logP"
"Cluap1","35.7631527332204","-1.43010703127351","0.819888490737745","0.0811119918603491","0.524286311240021","1.1"
"Cluh","102.308535056078","0.446390361004278","0.420977244953255","0.288977687776114","0.759014353435366","0.5"
"Clvs1","43.8191256282677","0.577985724551631","0.725871782269609","0.425878480707894","0.840142820001634","0.4"
"Clvs2","44.3996100815468","0.183523700764005","0.681566582173273","0.787723872711274","0.959739015719117","0.1"
"Clybl","7.17000795128925","-0.157760192218981","1.30485416456818","0.903768224600577","0.983878848748466","0"
"Cmah","17.7591702602272","-1.18877614101311","0.886453657503833","0.179905148334563","0.675191926897304","0.7"
"Cmas","55.4194176711209","-1.02275377170592","0.663065285356829","0.122961084925647","0.59659382277669","0.9"
"Cmbl","1.73879928977249","1.79353012829643","2.58628243088916","0.488009588494891",NA,"0.3"
"Cmc1","7.07746012001105","0.338201774757973","1.53660341108127","0.825795624464838","0.968241512545018","0.1"
"Cmc2","3.11247727897186","1.67647705752147","1.86251327917111","0.368058792199911",NA,"0.4"
"Cmc4","2.60147846877805","3.58030027148906","2.38582835367383","0.133445357612631",NA,"0.9"
"Cmip","159.064993651023","0.574628122705092","0.453322924225335","0.204943997273558","0.695803986218367","0.7"
"Cmklr1","2.60647399347691","2.65210684390579","2.63701192482908","0.314548233993263",NA,"0.5"
"Cmpk1","45.37240454087","-0.078124997008512","0.657088853677855","0.905358039396194","0.983878848748466","0"
"Cmpk2","18.4045490624861","-1.73966365756559","0.845678412789811","0.0396744931685645","0.424224255636731","1.4"
"Cmss1","3.67618525094231","-2.28596057312034","2.00224379394281","0.253578983060576",NA,"0.6"
"Cmtm3","0.957255425288374","2.15740536630401","3.04010065826163","0.477921626838305",NA,"0.3"
"Cmtm4","75.2461692688513","0.753829465318722","0.705760943823464","0.285471442844453","0.75717195552559","0.5"
"Cmtm5","17.2454475416876","-0.759416845953672","1.08433463457913","0.483706977359191","0.866005728420112","0.3"
"Cmtm6","21.6091208337884","-1.82124747216468","0.801830689860273","0.0231250944746608","0.348447696206307","1.6"
"Cmtm7","0.319484478637657","-0.915056596163628","5.35414661900792","0.864297559201612",NA,"0.1"
"Cmtm8","0.17965874159574","0.222568087912737","5.33041406980698","0.966694509743809",NA,"0"
