"","gene","pvalue","lfc","padj","direction"
"176","Igsf1",1.72657733611386,-5.40701876644007,0.0187682017764886,"DG"
"223","Mal2",1.72657733611386,2.25553719339621,0.0187682017764886,"CA1"
"149","Git1",1.73210598190066,1.71861597432768,0.0185307935693305,"CA1"
"418","Trim2",1.73210598190066,1.26022777687386,0.0185307935693305,"CA1"
"40","Bcas1",1.73596293619207,-1.89548325494173,0.0183669508494172,"DG"
"178","Igsf9",1.74318993236232,-5.63810753328998,0.0180638395754133,"DG"
"387","Ss18",1.74318993236232,-2.14881623886821,0.0180638395754133,"DG"
"58","Car7",1.75741323604683,2.07638993406124,0.0174818248185106,"CA1"
"235","Mcm6",1.76007945007723,-3.79188563382573,0.0173748294356449,"DG"
"320","Ptprg",1.76220179337645,1.58594693183808,0.0172901279293728,"CA1"
"159","Grin2a",1.79301819411773,1.83705036534968,0.0161057816100187,"CA1"
"175","Igfbp5",1.80951213834338,-3.04358119003681,0.0155055744877694,"DG"
"436","Wscd1",1.81879679172491,-1.83449376976648,0.0151776036801106,"DG"
"190","Kcnab2",1.8233023465017,1.13440577535402,0.0150209587507434,"CA1"
"430","Vip",1.8233023465017,7.45459192028249,0.0150209587507434,"CA1"
"222","Mal",1.82446330615252,-2.53339987524361,0.0149808582202693,"DG"
"15","Aff3",1.82631013850858,1.5846939747639,0.0149172875532545,"CA1"
"386","Sptbn2",1.82853077903576,1.43179815800139,0.0148412069470171,"CA1"
"35","Astn2",1.83154383239011,2.57950129013026,0.0147385978002989,"CA1"
"79","Cldn11",1.84011602176423,-2.38572684711579,0.0144505367310846,"DG"
"27","Arap2",1.88221233213936,2.17357150133918,0.0131155850447345,"CA1"
"408","Tmem108",1.90260304972352,-4.2767805393278,0.0125140230411431,"DG"
"22","Ankrd63",1.93001593583605,7.36000099133656,0.0117485444448778,"CA1"
"432","Vwa3b",1.93161726392805,-2.9405021141137,0.0117053050450372,"DG"
"154","Gm35339",1.93851703670259,-3.640577392486,0.0115208086458421,"DG"
"183","Ipcef1",1.93851703670259,-4.64367680591001,0.0115208086458421,"DG"
"243","Mpped1",1.94186484945957,4.64107202211774,0.0114323404886687,"CA1"
"332","Rasl10a",1.94186484945957,-1.98088460801196,0.0114323404886687,"DG"
"82","Cnksr2",1.94636560769467,1.38190288938256,0.0113144746126488,"CA1"
"201","Kl",1.94636560769467,2.3711535627444,0.0113144746126488,"CA1"
"236","Mctp1",1.94636560769467,-4.48508446601926,0.0113144746126488,"DG"
"319","Ptn",1.94636560769467,1.3685456536449,0.0113144746126488,"CA1"
"241","Mkx",1.95295969865813,-3.30061888715787,0.0111439794187927,"DG"
