"","gene","pvalue","lfc","color"
"1","0610007P14Rik",0.201680266413823,-0.464150270806349,"none"
"2","0610009B22Rik",0.324405115964127,1.3011613158325,"none"
"4","0610009O20Rik",0.418344216463997,0.669173730175893,"none"
"5","0610010F05Rik",0.0187056912304822,0.0524077861874571,"none"
"6","0610010K14Rik",0.531923535728727,-1.35256929610609,"none"
"7","0610012G03Rik",0.125211309603612,0.272228328528731,"none"
"8","0610030E20Rik",0.249566754018174,-0.631532938794544,"none"
"9","0610037L13Rik",0.00891292130010419,-0.0292931458484166,"none"
"11","1110002E22Rik",0.177399754648258,1.40409159394779,"none"
"12","1110004E09Rik",0.0867265777361025,-0.312967444256735,"none"
"13","1110004F10Rik",0.611652195788202,-0.605833322508681,"none"
"14","1110008F13Rik",0.521130726507193,-0.829434028768899,"none"
"15","1110008L16Rik",0.0627928950162513,-0.359013058118751,"none"
"16","1110008P14Rik",0.547362440454425,-0.820882153851248,"none"
"17","1110012L19Rik",0.796141226221942,3.79406936988629,"none"
"19","1110032A03Rik",0.13370403919186,-0.493206549592814,"none"
"20","1110032F04Rik",0.817902939464513,3.10030966326763,"none"
"21","1110034G24Rik",0.174445542482081,-0.766218993374572,"none"
"22","1110037F02Rik",0.235211702797192,-0.418383490211197,"none"
"23","1110038F14Rik",0.234731871574859,0.692868386167051,"none"
"24","1110051M20Rik",0.208586801456129,0.306826822638564,"none"
"25","1110059E24Rik",0.24703366411251,-0.594560537843108,"none"
"26","1110059G10Rik",0.164436349761393,0.62966215992846,"none"
"27","1110065P20Rik",0.417446096589904,-0.865749904677998,"none"
"28","1190002N15Rik",0.380377170686982,0.609269434002311,"none"
"30","1190007I07Rik",0.249566754018174,1.16178558104974,"none"
"32","1500009C09Rik",0.0289207456013739,0.0924743737854255,"none"
"33","1500009L16Rik",0.162649944974965,0.983242957800827,"none"
"34","1500011B03Rik",0.000770843574623103,0.00233359575700246,"none"
"35","1500011K16Rik",0.673611851292727,-1.30774656691438,"none"
"38","1600002H07Rik",0.117639843723315,0.688188566470857,"none"
"39","1600002K03Rik",0.668216188789199,-2.82700344542482,"none"
"40","1600012H06Rik",0.00356647164884169,0.0189247392090414,"none"
"41","1600014C10Rik",0.264157126476145,0.548860136441341,"none"
"44","1700001K19Rik",0.620816304735756,3.60847063195112,"none"
"45","1700001L19Rik",0.284740406028327,-1.24530707118779,"none"
"46","1700001O22Rik",0.0188443022289085,0.152741937895022,"none"
"48","1700003E16Rik",1.4129694734736,-1.57791280850767,"yoked"
"62","1700016D06Rik",0.0740156838904489,0.786240673935163,"none"
"64","1700017B05Rik",0.0154786124452594,0.073298763226527,"none"
"68","1700019D03Rik",0.0254995067630394,0.2060214336869,"none"
"73","1700021F05Rik",0.102712622762555,0.503664545452546,"none"
"77","1700025G04Rik",0.928157904815582,0.929965316721539,"none"
"84","1700029I15Rik",0.274821605707978,1.87610588650259,"none"
"85","1700029J07Rik",0.175082921253108,-1.2102298256486,"none"
