"","pvalSubfieldCA1DG","padjSubfieldCA1DG","pvalSubfieldCA3DG","padjSubfieldCA3DG","pvalSubfieldCA1CA3","padjSubfieldCA1CA3","pvalTreatmentventraldorsal","padjTreatmentventraldorsal"
"2210411K11Rik",0.207683124716097,0.360335492527725,0.16032356379492,0.296009163864197,0.876341488392278,0.998134397389696,0.189124706783783,0.54612982163438
"2210415F13Rik",6.74879751124743e-08,6.73768690461712e-07,0.193500102148251,0.335389726065765,3.61447263355861e-05,0.000447855022903288,0.339820981756404,0.735661525257573
"2210417K05Rik",0.0133394006372782,0.0389571838713986,0.375414647750645,0.547621897154444,0.111402234793491,0.379600135646002,0.0749749832386553,0.319010898975575
"2300005B03Rik",0.963746124895897,0.988404986465792,0.953886656325399,0.980519302132477,0.990120309371131,1,0.973616762785832,0.992698197754216
"2300009A05Rik",0.000864586653368004,0.00360464947808053,2.4514993668917e-05,0.000135642587096263,0.373756851800263,0.749342792733659,0.117394741236611,0.430072180435534
"2310001A20Rik",0.00647064490748448,0.0208998144752886,0.00131354377720409,0.00492163561589117,0.623782149954566,0.927793958897457,0.821012102469561,0.949611253264741
"2310001H17Rik",0.45852025984017,0.635380044173306,0.784043761619933,0.863513462718769,0.30674311110446,0.674689131243787,0.729449674949307,0.915776582071457
"2310001K24Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2310002F09Rik",4.11619344472247e-11,6.74632263010791e-10,5.22958748829069e-11,7.43141749719832e-10,0.971265794829757,1,0.116141901790375,0.42700775439382
"2310002L13Rik",0.721719147744175,0.828353272998519,0.13328222085362,0.256144561624725,0.0619385832632939,0.253231091619407,0.0308291514995412,0.167569552613685
"2310003C23Rik",0.211245109826692,0.364832045900962,0.258318426813618,0.414527986356881,0.90468231491472,0.998134397389696,0.911006576225998,0.974895609003229
"2310003F16Rik",0.906104569949024,0.953796954503147,0.662074729620178,0.809155754924565,0.749565403984171,0.977963998758912,0.77583521718519,0.933363094277576
"2310003H01Rik",1.06083268545937e-06,8.55905307036508e-06,0.221801709196894,0.371308634201548,0.00025188333911633,0.00241414320292929,0.0197222136414327,0.119128039372894
"2310003L06Rik",0.72164212360646,NA,0.784031598213158,0.863513462718769,0.934502953391526,0.998134397389696,0.15707185295332,0.491799560708596
"2310003L22Rik",9.23900103280778e-07,7.54491661232639e-06,8.4907645227827e-11,1.16861809068035e-09,0.112441525970853,0.381912432980909,0.0428735971527957,0.215707439741641
"2310004I24Rik",0.0330780061749553,0.0838841815841069,0.0173617869517734,0.0477197872544014,0.804042238928489,0.993252922985056,0.477432127852738,0.845653405285853
"2310004N24Rik",0.645245234796636,0.793326695156439,0.904088876711294,0.949885793813903,0.733870174451341,0.973321644946695,0.732690017128875,0.916497475527877
"2310005G13Rik",0.0062311628964844,0.0202208926792699,2.98233990369459e-09,3.23338709716437e-08,0.00176813510957204,0.0135747374540708,0.0066439283819112,0.0501279797411087
"2310006M14Rik",0.730134554529524,0.835207465656598,1.47906379981677e-05,8.56756547418528e-05,2.76465817085292e-06,4.80013463298224e-05,0.900176578561496,0.972923667971009
"2310007B03Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2310008H04Rik",0.860284800969041,0.926100553937869,0.280683696833986,0.442308256202504,0.366449966657031,0.741331593610121,0.647766016065604,0.912462906168458
"2310008H09Rik",0.254483445388001,0.420632185793969,0.174945044502263,0.310295397189671,0.828124768845942,0.998134397389696,0.193886812391741,0.553240361145918
"2310009B15Rik",0.0251473696321471,0.0664995641742487,0.00360568874436365,0.0120492080480253,0.501104228615225,0.855895988765187,0.264948122845857,0.654095923194522
"2310010J17Rik",0.946921654073972,0.978272635985468,0.794454497740395,0.870996087668989,0.74329765213645,0.976875045518214,0.907126513456726,0.974405750783747
"2310010M20Rik",0.430454535363838,0.613085446647836,0.796574062799362,0.872967192897081,0.593516653162042,0.912474044643331,0.682353581647446,0.912462906168458
"2310011J03Rik",0.549359845746114,0.713909563126034,0.000232992732541314,0.00104210802905529,0.00202539143484846,0.0152936910109832,0.032596581025305,0.174787280643669
"2310014F06Rik",0.3696430488345,0.549104676020527,0.056257596692971,0.128239614575963,0.295463503461248,0.663922249871202,0.62674961780919,0.912462906168458
"2310014L17Rik",0.661492536910166,0.806799834697814,0.471993383300812,0.639161164319371,0.246895578140031,0.598737324570064,1.25409652108062e-05,0.00025115441736667
"2310015A10Rik",0.056925463017855,0.130904193183199,0.00753681399143094,0.023144906624214,0.440892176396348,0.810295212152129,0.569212868833563,0.897603136852861
"2310015B20Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2310016M24Rik",0.0306200079141378,0.0786266259770355,0.00206581690887841,0.00735527081739159,0.358132191064275,0.732975695040669,0.565008181020038,0.894988004887572
"2310021P13Rik",0.00449805332610525,0.0152743685833549,0.00550489940871905,0.0175665956438325,0.948175713894096,1,0.772390651408448,0.932111490267234
"2310022A10Rik",0.0705187747848136,0.155896040633055,0.40060526863184,0.574103486715248,0.332663977084973,0.701788174991355,0.604824030713783,0.912462906168458
"2310022B05Rik",0.00111006025058034,0.00449935805318238,0.00601367516841635,0.0189483415754961,0.607278819237322,0.918767475792774,0.689239425169642,0.912462906168458
"2310026I22Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2310026L22Rik",0.00031653554157878,0.00146782231034521,0.000170893526565666,0.000788855842435537,0.855914703674052,0.998134397389696,0.311414583295996,0.704052044332959
"2310028H24Rik",0.252062363907055,0.417867793765482,0.708219122186089,0.843647492445446,0.440413078433025,0.809947834310209,0.299694403319081,0.694310443832553
"2310030G06Rik",0.700966262950206,0.828353272998519,0.639099989744142,0.790307000354727,0.932283480379218,0.998134397389696,0.0442466836377792,0.220354318528925
"2310030N02Rik",0.110079707399434,0.221585653646211,0.18536044219141,0.324406045664024,0.78435251769035,0.988434095480927,0.991548347666365,0.998047741264142
"2310031A07Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2310033E01Rik",0.489739857711748,0.66211559806196,0.000364312003479657,0.00156476190653598,0.00383941815395896,0.0267952144090177,0.00893912304606436,0.0632949679053816
"2310033P09Rik",0.939395070646147,0.974048088861482,0.401762504631253,0.575089848518675,0.360292943636338,0.735118137841567,0.110350883016081,0.412487494043995
"2310035C23Rik",0.000197232415606331,0.000958576055062928,1.77724199038061e-08,1.70507197432878e-07,0.0559988039183486,0.234874704930848,0.507591445195789,0.860979012977467
"2310035K24Rik",0.688746447581507,0.826792720050784,0.0989417582210462,0.20256497124362,0.21132746854632,0.555889399844178,0.00118688063825761,0.0125488638725381
"2310036O22Rik",0.394374132624491,0.574582602434148,0.303704089091936,0.469305505914173,0.85946415571376,0.998134397389696,0.0113113514534926,0.0763387295909449
"2310037I24Rik",0.0486817516731186,0.11518794835783,0.140136969141768,0.266397210072539,0.619628392617308,0.925884269738186,0.985660511632648,0.99664738910377
"2310039H08Rik",0.539115485088841,0.704612459803875,0.101600870769808,0.206755946594024,0.306189960164895,0.674689131243787,0.0471700403909069,0.231292251398392
"2310040G07Rik",0.829577484460288,0.905488424221619,0.538821881055145,0.702866697359041,0.406510004945501,0.781197412532493,0.329832661579121,0.724405342134523
"2310042D19Rik",0.354221553493967,0.532710321101844,0.292100340814679,0.45634012676565,0.898786105594762,0.998134397389696,0.729635311892588,0.915776582071457
"2310042E22Rik",0.140304191568266,0.266671304421755,0.164427708096876,0.297740509750072,0.934465152924097,0.998134397389696,0.71999853827259,0.912462906168458
"2310043D23Rik",4.78770209442989e-09,5.79922755626208e-08,2.08393575621271e-11,3.10574171717305e-10,0.366900550614821,0.742009253449047,0.539773002053395,0.881053502932858
"2310043M15Rik",0.502762507120522,0.674187343702025,0.145754273647376,0.27490435293175,0.432139518380747,0.802887829030266,0.00605781363315955,0.0466071054540883
"2310044G17Rik",5.41289134768058e-05,0.00030248794424806,0.00421840380529255,0.0138680835360949,0.239636627203643,0.592189580439425,0.595237423347331,0.911640055910248
"2310044H10Rik",0.296215804948136,0.468891544962597,0.484911063062228,0.650840828054036,0.729187146311909,0.971088431207796,0.169625777864419,0.513648470468699
"2310044K18Rik",0.721602087521902,0.828353272998519,0.312066238577197,0.476060483584529,0.168739884749799,0.488069419482707,0.720017860085136,0.912462906168458
"2310046A06Rik",0.321998188616926,0.498701923530202,0.297614915289183,0.462329584017201,0.0421311762419468,0.189851579344415,0.0247238957485319,0.141905694419998
"2310046O06Rik",2.81476992973286e-09,3.50661762154063e-08,1.04273468722531e-09,1.2178045077394e-08,0.871494717329281,0.998134397389696,0.497872149867608,0.855299567892734
"2310047B19Rik",2.94837368397194e-05,0.00017590122781653,0.00654665445643138,0.0204304427161404,0.143497094264378,0.445722947259333,0.74941684516588,0.923034107148281
"2310047M10Rik",0.662526166209524,0.807444369437461,0.160656102002672,0.296403187110062,0.333772101516239,0.703456853622502,0.2715090802962,0.661654245461263
"2310050B05Rik",0.264119270385856,0.431902422155933,0.442020643595483,0.609154558576512,0.727858012095604,0.970966488218098,0.921798471172745,0.977099986356811
"2310057J18Rik",0.721587581290716,NA,0.784008716487749,NA,1,NA,0.719990281337129,NA
"2310057M21Rik",0.0358809513892502,0.089805086561911,0.0361343543395587,0.0885763198991984,0.997809109327346,1,0.393739551315016,0.787964352154092
"2310058D17Rik",0.00275870086928895,0.0100020863339948,0.0632816224965209,0.141306696181202,0.255757246487031,0.611524373662955,0.869512508092638,0.96515180117222
"2310061C15Rik",0.442332734832599,0.623204158144197,0.500737375318428,0.666277255321424,0.149267543261278,0.457157077381249,0.0722056320250959,0.312042347669332
"2310061I04Rik",0.000171518392432431,0.000847627302664897,0.00182065057018226,0.00658464063276849,0.522480161293287,0.870348257262934,0.104332977222168,0.397775854852508
"2310067B10Rik",0.755716806184651,0.852837122368979,0.838864180017845,0.904174920869145,0.60678750583979,0.9184571515561,0.169243266642903,0.513048272215871
"2310069G16Rik",0.270218219374066,0.439165929455613,0.529798550750052,0.694814813696516,0.635282676822782,0.933554754042789,0.833972857631475,0.953069914011314
"2310075C17Rik",0.106911103904538,0.216856046860316,0.0190711779823818,0.0517277830751883,0.463908482937662,0.828756953963366,0.188309107407941,0.545598111158723
"2310079F23Rik",0.587429250237348,0.747771023511099,0.505809859784393,0.670986486403616,0.226977685552446,0.578638333816014,0.830783948864741,0.951777180285682
"2310081O03Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2400001E08Rik",0.166448732792483,0.304265823392248,0.932016173206582,0.967020768137339,0.193834920345052,0.528791913792883,0.247861643521837,0.632772572755187
"2400003C14Rik",0.323853293733149,0.500585271245639,0.802842635808451,0.877688920257294,0.216219221824611,0.563557958446722,0.818015523476289,0.948292610533581
"2400009B08Rik",0.411191746676351,0.59270507666051,0.442102363020985,0.609179977098115,0.957680296589502,1,0.961006847540439,0.988998012231768
"2410001C21Rik",0.0100064704902557,0.0303945126428045,0.11644102355942,0.2302631106744,0.314260059934973,0.68420143080596,0.11648712841966,0.42776458148352
"2410002F23Rik",0.769091225082031,0.862651587521951,0.234105376335063,0.386162396590003,0.137872351875633,0.433850651309906,0.441693474355862,0.824883941086671
"2410002I01Rik",0.07800817402935,0.168873400633687,0.0124399503770909,0.0358472380291656,0.46089608001383,0.826693434621919,0.244347615879867,0.628313228165096
"2410002O22Rik",0.452383098553655,0.632251406931823,0.488936988935917,0.655148345300005,0.148786442520746,0.455973730819189,0.066767032182028,0.296360453097721
"2410003K15Rik",0.145706414974984,0.274517427852748,0.119321230276171,0.234705310957981,0.918021119918218,0.998134397389696,0.343630483105474,0.738574558204247
"2410003L11Rik",1,NA,0.408795288845851,NA,0.233618994416844,NA,0.720046790917617,NA
"2410004A20Rik",0.0957848450645018,0.199055859204905,0.247181809838407,0.4020175478029,0.610501791696125,0.920101127043588,0.199726172401346,0.563351423877499
"2410004B18Rik",0.293827123538113,0.466456359397114,0.180780133418646,0.318328437949339,0.772793574173396,0.985916845589292,0.680939768728795,0.912462906168458
"2410004I01Rik",0.0182594253412727,0.0507929767668816,3.73955518853205e-11,5.39768629349211e-10,2.87030064383909e-05,0.00036869450660862,2.47323106792016e-07,7.57757556438556e-06
"2410004N09Rik",0.939914871214322,0.974111046383975,0.541439612826154,0.704991868066512,0.49251973118154,0.849925383034644,0.0304747374272839,0.165874506566495
"2410004P03Rik",0.161132009129914,0.29659459900453,0.000233255367116325,0.00104279825721496,0.0128932867180988,0.0737552690900155,0.00679686058639532,0.0510014483502493
"2410006H16Rik",0.00019600035218402,0.000953080864125037,0.00142921103214323,0.00530649024757385,0.592539353845229,0.911799349339878,0.233035414549803,0.615802561420866
"2410015M20Rik",0.197134858038448,0.346219936123391,0.00601631331214709,0.0189504519590041,0.144979873481855,0.448833486740713,0.659579785848249,0.912462906168458
"2410016O06Rik",0.48192406256215,0.656633971406902,0.614036561292918,0.769043449180118,0.842317974516848,0.998134397389696,0.0430817091462134,0.216475034663
"2410017P09Rik",0.603074299454519,0.760273186389854,0.0894444448900761,0.187384700942054,0.238115222068992,0.590423502870669,0.363311590510513,0.757782626490454
"2410018L13Rik",4.95348981758699e-06,3.53399070515438e-05,0.144381451637659,0.272742553839216,1.58795774626149e-09,4.98794884245758e-08,0.0280982474624081,0.156076414006634
"2410018M08Rik",0.00923453016447388,0.0283521039624276,0.0858412117625731,0.181594433365013,0.375478380085888,0.751416428024369,0.319259809135444,0.713919743035719
"2410022L05Rik",0.388550260119857,0.568349804944191,0.000209700298663611,0.000949172367364324,0.00440403467160495,0.0300921531588905,0.00628598267626229,0.0479783229258311
"2410042D21Rik",0.0089995186429534,0.0277438424022435,0.00160291281957598,0.00587439785704901,0.585985734751139,0.909174395995786,0.752428146554357,0.923812109295794
"2410057H14Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2410066E13Rik",4.03252251141906e-32,4.43318074223198e-30,4.90909463834698e-27,3.97162257400719e-25,0.302498804399469,0.673599453996967,0.777224420918801,0.933672736961
"2410075B13Rik",0.405723447708893,0.586797591435565,0.890469031855563,0.941259398791111,0.332227328467043,0.701658006100327,0.498493776421358,0.855375988670885
"2410076I21Rik",0.059312698162681,0.135400050122676,0.00334031173008192,0.0112838074320574,0.293046736304769,0.660959928259146,0.497620478773106,0.855157654940713
"2410080I02Rik",0.683717356035999,0.823659248710076,0.794458782143,0.870996087668989,0.50389479945974,0.858245632618239,0.657297824562756,0.912462906168458
"2410089E03Rik",0.00458941790680306,0.015553069934199,0.0522878635395461,0.120864683367822,0.37140161183893,0.746589393484563,0.919422249788043,0.976704148103457
"2410091C18Rik",0.00095161134710736,0.00392396177106191,0.0122598777050176,0.0353984222598096,0.423525794019278,0.796928693252505,0.823881556869823,0.9497929868001
"2410124H12Rik",1,1,0.0666164651952084,0.147559070372312,0.027817895082769,0.137482949132114,0.720077366421581,0.912462906168458
"2410127L17Rik",0.874407942760267,0.93487241797141,0.359083808662546,0.529050327936133,0.447480041095389,0.816584980036493,0.674548122006239,0.912462906168458
"2410131K14Rik",0.916777971532562,0.960407304922855,0.0260025808641527,0.0673499723620205,0.0196807817132649,0.103892904765981,0.0141873085519967,0.0916686620363206
"2410133F24Rik",0.742726942925922,0.844626689254395,0.451092253717964,0.618425158087533,0.66994031654623,0.948507411404239,0.972971901630099,0.992479216623782
"2410137F16Rik",0.178121510747085,0.320953348081516,0.989559826062069,1,0.173095625989414,0.494944502290789,9.89058661848258e-06,0.000204811871251596
"2410137M14Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2500002B13Rik",2.47680366227882e-17,8.41978879695833e-16,0.774111978260717,0.863513462718769,2.2462859146475e-16,1.61993390586283e-14,1.52734388487901e-14,1.65343460781958e-12
"2500003M10Rik",0.0379884078632244,0.0941651464050153,0.929160548355964,0.965814470279988,0.0303402728255879,0.147228314832836,0.761773972578593,0.927227190153221
"2500004C02Rik",0.711815648692122,0.828353272998519,0.0293162624427572,0.074362354542918,0.0701475649331227,0.276328020210163,0.484979058694016,0.848952566366229
"2510002D24Rik",0.00724168636080373,0.0229960239690455,0.392182948739857,0.565086334737142,0.06712394003925,0.268091986197005,0.00404934106095929,0.0338940979011395
"2510003D18Rik",0.140615845051567,0.267067818864863,2.76374342262483e-05,0.000151138539058907,0.00733776070928924,0.0461878334283636,0.00157472931183146,0.0159335033548699
"2510003E04Rik",0.233938735359696,0.394741431292246,0.0204989267891481,0.0550382011040963,0.259646100301274,0.616991936480444,0.860178279917963,0.961661617642892
"2510006D16Rik",6.96460096326776e-05,0.000379060606567662,0.000517613842708405,0.00215030302941755,0.612892950397365,0.921612944935671,0.45301396060026,0.831885119568326
"2510009E07Rik",0.139953466910754,0.266671304421755,0.909496713292421,0.953522407775269,0.172969446604265,0.49480414416359,0.000883827017356266,0.00982444567039601
"2510012J08Rik",0.0328066466292274,0.0832521800732783,0.468523994204103,0.635849274626445,0.158085822526049,0.473131131072669,0.571989017618305,0.899194000078387
"2510039O18Rik",0.765758900566575,0.860357492932766,0.622448781768769,0.77659893040612,0.84574853377449,0.998134397389696,0.196824521637528,0.558873079907439
"2510046G10Rik",0.0525650171839615,0.122647357334156,0.0680129996012988,0.150130724214491,0.904824157690967,0.998134397389696,0.0529453564221671,0.251142457459189
"2510049J12Rik",3.82009060933145e-21,1.81348190315207e-19,2.28838900390265e-22,1.18131180348915e-20,0.740921919157788,0.975283808680832,0.29139131046671,0.684627601156728
"2600006K01Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2610001J05Rik",0.660276317207355,0.805943508846514,0.679669605821584,0.821430972890698,0.978774196204645,1,0.964932985590274,0.990396847891077
"2610002D18Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2610002I17Rik",0.225400975972814,0.383293798942826,0.143713187567444,0.271693414492993,0.80260722614253,0.993241660247558,0.581649691683844,0.904562208218989
"2610002J02Rik",0.555889577420073,0.720103421025764,0.0291124866765546,0.0739233721425636,0.110968645179522,0.378631010339068,0.408883964113919,0.802929664412572
"2610002M06Rik",0.00675342098184732,0.0216614163176502,4.29395003691417e-10,5.32732010056587e-09,0.000407184507233125,0.00370176472463353,0.0581838337895659,0.269176207318015
"2610005L07Rik",0.0394668646168765,0.0971631204731091,0.0175467602237352,0.0481491902676387,0.751937809889596,0.978942892557549,0.729862335147089,0.915776582071457
"2610008E11Rik",0.674914395647617,0.816707439498433,0.643320772989569,0.793589690813899,0.377252244148339,0.752422284944742,0.971837767226826,0.9922968683393
"2610015P09Rik",0.744855564489193,0.84609480361164,0.217912524436599,0.366646771935226,0.363961899359416,0.738794937904854,0.652528241872252,0.912462906168458
"2610017I09Rik",3.80687637634728e-10,5.38896603907775e-09,0.0205003364486408,0.0550382011040963,9.41700151185829e-18,7.58679347744064e-16,0.000103547883292666,0.00154379040079639
"2610018G03Rik",0.0331051025082175,0.0839302524682375,0.157891099165241,0.292776686674375,0.000392751996292586,0.00358749510845054,0.614580977763197,0.912462906168458
"2610019F03Rik",1.06217956484806e-06,8.56624351762277e-06,0.448845250747813,0.615826941937376,3.73682787466372e-05,0.000460055119735613,0.130615753800883,0.452878750634164
"2610020C07Rik",0.0486620417000268,0.115170303653381,0.0678442762113896,0.14980980945531,0.88404691052719,0.998134397389696,0.545771957728832,0.885263315367723
"2610020F03Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2610020H08Rik",0.343432043997287,0.522091136592674,0.903399002075949,0.949504866126531,0.28491017640908,0.652312181540646,0.225120515390313,0.603054214820498
"2610021A01Rik",0.963303401741077,0.988058743416113,0.818842029114002,0.889172302650017,0.854694478246963,0.998134397389696,0.299243136665246,0.694007588795405
"2610021K21Rik",0.00325750820086545,0.0115499616499565,0.935903528561077,0.969799937705497,0.00423843097841337,0.0291259773338149,0.0119670010798379,0.079913976367965
"2610024D14Rik",6.45109821709091e-06,4.49496647083365e-05,0.00894229903507085,0.0268115801806741,4.7789351012672e-13,2.4215367203921e-11,0.583336127825813,0.905510116090314
"2610027K06Rik",0.00365994990553285,0.0127744890965674,0.41895111861498,0.586849157392229,0.000187507727250851,0.0018620223250207,0.00408133641182208,0.0340886932365045
"2610027L16Rik",0.364454959542536,0.543415988613589,0.124725592636322,0.24297812664537,0.529757276266558,0.875276845247346,0.184897388009117,0.54150753573783
"2610028E06Rik",0.721588305481625,NA,0.784009088102862,NA,1,NA,0.719991004980942,NA
"2610028H24Rik",0.146852014573343,NA,0.171799023937442,0.306047818667678,0.934480298467148,0.998134397389696,0.720023619713686,0.912462906168458
"2610029G23Rik",0.0274596264135938,0.0717062810041882,0.306166087250034,0.470902383463295,0.237062449531052,0.588681643760693,0.308440948058932,0.70197153864475
"2610029I01Rik",0.0241853533695783,0.0643539218676153,0.101375785395308,0.206494313740257,0.537873774764973,0.880452401338936,0.470878629765905,0.840174066442489
"2610034B18Rik",0.448090729430468,0.628656847398976,0.810899128528,0.883736853056748,0.603433883456612,0.916910803123741,0.658188937386711,0.912462906168458
"2610034M16Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2610035D17Rik",0.0227461335708641,0.0611475139423244,0.528228308483076,0.693369423944484,0.0994736262961713,0.35162713719926,0.269817861519575,0.659599905855028
"2610037D02Rik",0.0293138544210283,0.0757277929450201,0.373117240962911,0.545262027530423,0.197436875044375,0.535066436168816,0.803102341603954,0.94346269327651
"2610039C10Rik",7.10075413282859e-07,5.91960429902637e-06,0.0124881328151745,0.0359645524014634,0.013591244227582,0.0771519479958998,0.031360262084732,0.169793294521558
"2610042L04Rik",0.482887281850402,0.657287525270126,0.262553125678803,0.419993389959736,0.674993526182258,0.949379134159194,4.96099292107308e-19,8.8687989045899e-17
"2610044O15Rik",0.0673919984827184,0.1503562994869,0.256379216527252,0.41255071153537,0.486699434605137,0.847300921449343,0.0256943493960935,0.145928327698128
"2610101N10Rik",0.446367480131449,0.627066358920557,0.950395951081766,0.97849823751895,0.410028807159098,0.784079404180613,0.248439518263345,0.633485010845267
"2610109H07Rik",0.243180708209807,0.406274827437878,0.169279240322036,0.304456611562302,0.831326221759832,0.998134397389696,0.24406282855609,0.628031565168413
"2610203C20Rik",2.34493712773866e-29,2.2959621387687e-27,4.47540598047773e-27,3.63603131451893e-25,0.0692652443578176,0.273962959928847,0.301369467782506,0.695437859219062
"2610203C22Rik",0.726515458621981,0.832298177142366,0.441888175205189,0.609015590406979,0.263110831428592,0.621619516461048,0.810686492849419,0.946553837837125
"2610204G07Rik",1.62180783773018e-06,1.26770750692264e-05,0.000108504223123435,0.000519713635881029,0.3423430235685,0.713477099124522,0.793792026278928,0.939779538493905
"2610204G22Rik",0.603910493368675,0.760817140117794,0.0949274160989677,0.196034684361393,0.249379128878918,0.602786232307754,0.833927480181276,0.953069914011314
"2610206C17Rik",0.721618948551045,0.828353272998519,0.784002411496127,0.863513462718769,0.93450854644626,0.998134397389696,0.148943939035894,0.483000610103741
"2610301B20Rik",0.0264529382985994,0.0694052738416428,0.679128427206947,0.821344002629845,0.0708909951407627,0.278345455023529,0.140078736083776,0.47077858767307
"2610301G19Rik",0.00105585955480998,0.00430753120027622,9.29848840427003e-05,0.000453386665546263,0.526253429270828,0.872992213054763,0.0189273036525273,0.115363603056974
"2610305D13Rik",0.721588457295029,NA,0.784009166005176,NA,1,NA,0.719991156679658,NA
"2610307P16Rik",0.721608929705061,0.828353272998519,0.253817614997013,0.410037935558765,0.131916067174768,0.422418904405776,0.720026012906974,0.912462906168458
"2610316D01Rik",0.000177885870488978,0.000875183585271473,0.00068862419633827,0.00277115149466546,0.719018707769593,0.967817387403366,0.913485390780585,0.975509300049688
"2610318N02Rik",0.316759855308753,0.492295785895748,0.307141171006149,0.47156885377826,0.983379513694398,1,0.317815487529383,0.711726420711016
"2610507B11Rik",0.0268931567067565,0.0704226846260364,0.0856095504443497,0.181243748631771,0.621255285379529,0.927379682144572,0.796647051674589,0.940888553799468
"2610507I01Rik",1.22779386874992e-09,1.61974013604419e-08,2.46113252141567e-09,2.70949723841388e-08,0.878493144520642,0.998134397389696,0.0167580858794385,0.104864502712504
"2610524H06Rik",0.214490098016887,0.369113541870653,0.737049967958612,0.863513462718769,0.364899379550641,0.739760759424128,0.294082884257203,0.687899175852423
"2610528B01Rik",0.835195730487551,0.909245108723388,0.837227406235975,0.903126818323456,0.679081979059834,0.951195684991629,0.253337989950207,0.640527322196671
"2610528E23Rik",0.284222250907129,0.455506742949968,0.175368497379116,0.310846029368948,0.776128697483884,0.987208222357787,0.268335267292793,0.658639073153918
"2700007P21Rik",0.968075516109942,0.991060917461787,0.921608667368148,0.961452554861248,0.889881264413731,0.998134397389696,0.66279660716701,0.912462906168458
"2700012I20Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2700016F22Rik",0.100986805807282,0.207231848310347,0.0645265751486728,0.143620298750167,0.827696850555754,0.998134397389696,0.101557686610001,0.391329460407845
"2700023E23Rik",0.32937151245165,0.506864363341402,0.180844602324717,0.31841283995633,0.716608739353551,0.966876972619481,0.216066721177688,0.589426869504189
"2700029M09Rik",0.645235913689992,0.793326695156439,0.349772047662313,0.518968852858176,0.162795315722406,0.481643482495822,0.874105501982095,0.966242940700994
"2700033N17Rik",0.938114982203403,0.973386903402643,7.9693255282356e-06,4.87140835067227e-05,1.1201875834181e-05,0.000163279424062948,0.586129182773499,0.906381497938608
"2700038G22Rik",0.353946383478016,0.532392227796706,0.484722239144802,0.650723468920948,0.819440480878206,0.998134397389696,0.0281844820608367,0.156423474063647
"2700046A07Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2700046G09Rik",0.0736920289611137,0.161498770394028,0.349906236614419,0.519023541022313,0.393107498504175,0.769705601352236,0.563321330167373,0.893765402054139
"2700049A03Rik",0.698385886815206,0.828353272998519,0.132588361896251,0.2551203066166,0.263802498312588,0.622608523075546,0.0599354352977898,0.274250310650626
"2700050L05Rik",0.187673098881374,0.334287150452052,0.0120124168836091,0.0347870487432536,0.232148284124744,0.582867402876979,0.0655018379839842,0.292275890761602
"2700060E02Rik",0.285980834210172,0.457662226680634,0.427841376416425,0.593988278147752,0.783988094022522,0.988384152222841,0.850437728024682,0.958601938412814
"2700062C07Rik",0.0118190326412073,0.0351171162671181,0.109157702348393,0.219009227750162,0.359875906520519,0.734982030128617,0.635979639494113,0.912462906168458
"2700068H02Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2700069I18Rik",1.51242978742885e-10,2.2691274999102e-09,1.72978962237968e-08,1.66203089715173e-07,0.414783468323981,0.789339354225925,0.161829312956181,0.500064381900436
"2700073G19Rik",NA,NA,NA,NA,NA,NA,NA,NA
"2700078E11Rik",0.0557209114304679,0.128795944175749,4.69170184719949e-06,2.99432280635818e-05,0.00767713362919866,0.0479167611119028,0.926697372033083,0.978549611560241
"2700081L22Rik",8.27069496177002e-07,6.80441114163302e-06,8.28747749584707e-07,6.13515490897868e-06,0.99999812844539,1,0.747256494685546,0.922662387752962
"2700081O15Rik",0.402554183166028,0.583200993321376,0.289218331479622,0.45286646927219,0.823663741577538,0.998134397389696,0.719982388156913,0.912462906168458
"2700089E24Rik",0.705447465017172,0.828353272998519,0.0980566181280712,0.201292006224454,0.20178165919896,0.540677128844417,0.0908485843790974,0.364594258261587
"2700094K13Rik",0.782203010768097,0.872070810614925,0.76557394451314,0.863513462718769,0.565441344757292,0.897410626723467,0.446606301911338,0.828974128314378
"2700097O09Rik",0.0970674383969209,0.201342907913904,0.00167599180939064,0.00611081656690339,0.137865423690001,0.433850651309906,0.820270972576779,0.949269519636008
"2810001G20Rik",0.819778045894787,0.898863078727098,0.374243992624352,0.546326349429654,0.2639717580494,0.622761413754419,0.0132215581297242,0.0866875106715359
"2810002D19Rik",0.0199486224192681,0.0546757602326993,0.729786670258718,0.859925484109395,0.00748678486765181,0.0469417266775108,0.777979901270923,0.933672736961
"2810002N01Rik",0.175126201855691,0.317075745804213,0.198183608044193,0.341627106546098,0.944892471797992,1,0.737261582563731,0.918383890419795
