"","100-CA1-1","100-CA1-2","100-CA1-3","100-CA3-1","100-CA3-4","100-DG-2","100-DG-3","101-CA1-1","101-CA1-2","101-CA1-3","101-CA3-1","101-CA3-4","101-DG-3","101-DG-4"
"1500011K16Rik",4.12071339372545,3.99562391223946,4.24989274636257,3.75701313063305,4.36701166385639,4.40175182136113,4.04303803099359,4.12072073914446,3.81888701175522,4.9271206892157,3.71734421826886,4.03678262695268,3.70177141095405,4.09102665277184
"1500015O10Rik",-0.272148186093817,-0.336785197090972,-0.332159296997221,-0.267068732776287,-0.332484201719305,-0.32797939505429,-0.292078569629745,-0.335352043955915,-0.185225386397389,-0.244781573060263,-0.332526341448303,0.325522709623914,-0.114046841264872,-0.298863266898797
"1520401A03Rik",-0.781233609733602,-0.78306241703041,-0.781265665145019,-0.781010995160009,-0.409796890100983,-0.779595145646183,-0.782996460500511,-0.782511535136367,-0.684021512620565,-0.719122292262731,-0.781410210193052,-0.778472846579357,-0.642070834312547,-0.750996556289189
"1600002H07Rik",2.23480807023885,2.51815572200453,2.42132803225304,2.33324870852613,3.42408127352561,2.79114927150438,2.99208495178032,2.49744703207876,2.35972817650567,3.49934473347752,3.02290371839388,2.70668496542122,2.57696236308086,2.08132019979846
"1600002K03Rik",1.20733393202155,1.36996314008249,1.49000349530287,1.44752331483815,1.68428466627838,2.0788453770969,1.8400414057759,1.50169797092183,1.85541496407538,1.35277579712927,1.47601173747816,1.96669072752715,1.65263444572709,1.28891400498632
"1600012H06Rik",4.68744894451333,4.17043949963367,3.78911528874906,3.96950210381683,4.34091057224776,4.20646031770174,4.12226026312977,3.96875330344233,3.47983158485643,5.23785940322997,3.99875501018953,3.89359256245053,3.78051704800456,5.20033357827244
"1600014C10Rik",4.6000079789311,4.7568181225124,4.58854995595316,4.80018445841611,4.80623854281964,5.07689740614605,4.71278644224455,4.46311073434971,4.76895322824927,4.7091166833241,4.61764848675889,4.28489303015903,4.6781304370941,5.58439621538266
"1700001C19Rik",0.270159749320539,0.268891222112496,0.183916574230579,0.143021054241587,0.221006162399957,0.0931860410582829,0.265980242944164,0.258026101544784,0.223741092634335,0.160681399164939,0.0891027110492415,0.0956892720297873,0.299106852081996,0.104364203887002
"1700001K19Rik",1.01180765158242,0.760306732946151,0.880668300676599,0.94644131238116,0.914849407019031,1.05420497204058,0.841561824650903,0.664767623836264,0.846099127557065,0.750444559680722,0.82483215406323,0.794263299785399,0.960420633990283,0.701798669555165
"1700001L19Rik",2.9047445828332,2.79575873723342,2.81456060208854,2.54991262312792,2.35631157471065,2.65323703421762,2.52028890369675,2.69079779269317,2.22509754076769,2.10894847570246,2.44091939848274,2.40784511144844,2.43115805643261,2.01094481250747
"1700001O22Rik",2.88121168521015,2.74304287531345,2.60875094540514,2.65406044143066,2.88233544781645,2.168482680681,2.93805737547505,2.86939336698943,3.24454110530068,3.289930325286,2.67668302334772,2.36855075961256,2.68103507546147,3.24325018914666
"1700001P01Rik",-0.902891603622554,-0.904287741743298,-0.902916157737563,-0.902721001903577,-0.903014150222327,-0.622691937199959,-0.889297867422844,-0.903868199500968,-0.817245864000717,-0.847148150115218,-0.90302684117244,-0.898696841304712,-0.781508162495171,-0.874301773833117
"1700003E16Rik",4.22900602778588,4.77072367789278,4.44472072593459,4.48632880922807,4.74466870909681,3.95892631453582,4.50829003768237,5.0268572194845,6.05582142650753,3.28403147571375,5.01554211834248,4.39173270049727,3.97203613289621,3.59714899776516
"1700003F12Rik",0.546226756600453,0.430822778033272,0.375603012942902,0.37669656108689,0.536817702876446,0.942394323797556,0.870156278569657,0.52629190512988,0.549126489853077,0.463056381781101,0.374979911262317,0.387310823084519,0.65199313419753,0.402877223680011
"1700006E09Rik",-1.40402569058903,-1.40439015672853,-1.40403218639314,-1.40398047180919,-1.40405807941181,-1.40117001056025,-1.40437722602218,-1.3146873686534,-1.35943701152628,-1.37311947924072,-1.40406142918607,-1.39670674946552,-1.34308441744148,-1.38554423427208
"1700007B14Rik",-0.0934452954222054,-0.132900484649394,-0.209002534718014,-0.208302326779065,-0.209355498241202,-0.204462397955593,-0.169350550688302,-0.179342726002835,-0.0578237142247101,-0.121311208014118,-0.209401277816886,0.448569505641257,0.0180533305501659,-0.178962837409573
"1700007G11Rik",-1.9053328591587,-1.88852606349554,-1.90533403579472,-1.90488245897684,-1.90533872178699,-1.90214894791386,-1.90539593137747,-1.90537890788354,-1.88677691266396,-1.8918167463898,-1.90533932752111,-1.90050493937228,-1.8807535580401,-1.89639331114035
"1700007K09Rik",-1.25041378355134,-1.21457882409544,-1.17297677558184,-1.25032632805021,-1.25047800706031,-1.24954954668088,-1.2408433761537,-1.25090518627214,-1.19772599456732,-1.21471672360801,-1.25048473217471,-1.24400712103946,-1.17741953370032,-1.2301456396881
"1700007K13Rik",-0.363284516624678,-0.332265640783543,-0.363338254757064,-0.362911592626888,-0.272546282895972,-0.360550686064676,-0.366254528948032,-0.286677506824219,-0.241486325007285,-0.291075865605303,-0.317023955310357,0.0372057224345877,-0.182219411671527,-0.336107062236423
"1700008O03Rik",0.566923320506614,0.579982368546801,0.61476843810074,0.458215937712531,0.607671384053927,0.70224270466182,0.751206514700525,0.513760501963088,0.621462436738192,0.536826875378535,0.909097740097371,0.467930648793496,0.722614583334738,0.482368072927249
"1700010B08Rik",-1.9053328591587,-1.88852606349554,-1.90533403579472,-1.90488245897684,-1.90533872178699,-1.90214894791386,-1.90539593137747,-1.90537890788354,-1.88677691266396,-1.8918167463898,-1.90533932752111,-1.90050493937228,-1.8807535580401,-1.89639331114035
"1700010I14Rik",0.0164616196125359,0.241291705874908,0.0163885494298572,0.298403058971667,0.108974597433497,0.0201735675458096,0.0124168098819709,0.119064663444177,0.152378851098918,0.0900447717550674,0.265406686419192,0.0226908630239098,0.226877393206484,0.0334405332422198
"1700013F07Rik",0.659622459267909,0.898556305971571,1.03450459555143,0.934268889423207,0.658856347782869,0.911415391098437,0.974742197048811,0.951320373842309,0.833854588245234,0.73880438900474,0.858394393037565,0.672514157966156,0.94745378382153,0.689969799416783
"1700014D04Rik",-0.845936459895684,-0.847055835940316,-0.776456347734366,-0.84579904156698,-0.846035084485693,-0.788049399546007,-0.808369397482092,-0.736757127348523,-0.768696821655336,-0.796180270400437,-0.846045293975595,-0.843559116511355,-0.735849992358256,-0.821137399859939
"1700015E13Rik",-0.88261001057066,-0.836856481868435,-0.8826284723176,-0.88248164603974,-0.75795623921961,-0.881659017224285,-0.798190622274473,-0.88334185496435,-0.807598693328856,-0.834104891650867,-0.882711653659723,-0.879799051176891,-0.77591982436039,-0.85817460099255
"1700016C15Rik",-1.54027940530331,-1.53141716107617,-1.54028646738256,-1.54023025789493,-1.54031462242634,-1.4654491283136,-1.54066228015879,-1.54055806562003,-1.4944184210575,-1.50795342125245,-1.54031826539766,-1.5312864715292,-1.47824207270097,-1.52024426419697
"1700016D06Rik",1.79857281836592,1.66994757502758,1.35158212816737,1.79207411627272,1.46007904842517,1.23000363777006,1.61310414660023,1.5950817635629,1.45754515066715,1.33670615631397,1.45858908390215,1.24200056948574,1.62133586339431,2.1424583589697
"1700017B05Rik",4.70976685450621,4.21018494986059,3.87568155762492,4.22078923423182,4.34696184582958,4.30185637730896,4.37135867456183,4.87839993784048,4.81914260557125,4.09140471226017,5.05163945931267,4.89261099460617,3.96652121451069,4.3353839657311
"1700019A02Rik",-1.35140105930818,-1.35181019858413,-1.35140834719326,-1.29591303415352,-1.35143740529043,-1.34886447015978,-1.30590380428074,-1.35168882236666,-1.30442886729365,-1.3189974033601,-1.35144116546585,-1.34411217097008,-1.28701728908448,-1.33222677802913
"1700019B03Rik",-1.20758891503549,-1.20825448291021,-1.20760071396445,-1.20750684321272,-1.20764776855178,-1.06528859801524,-1.19678476073683,-1.20805561130972,-1.14765778275075,-1.16696214761068,-1.20765385864754,-1.2002410326753,-1.12458618125257,-1.18449202668121
"1700019D03Rik",3.24869995624478,2.93517480819812,2.98754360050176,3.08499079501042,2.99805519087432,2.30449019604409,2.71317888179002,3.08362435505358,3.09691054837066,2.81175842552394,3.13812617941006,3.47968942188287,2.88601550744773,4.06180211458903
"1700020A23Rik",-1.35626242035114,-1.35674927242585,-1.32810308778509,-1.35620220890178,-1.35630557386179,-1.27113331495132,-1.35673195243242,-1.35660406894666,-1.30506313359194,-1.3209157850866,-1.35631003819525,-1.3482442453021,-1.28611684550487,-1.3353112373931
"1700020D05Rik",1.05563136033783,0.847811684560766,0.999391555825115,1.46700351285612,0.99095300563598,1.53186474675099,1.18813725846543,0.84200614088955,1.02041309701705,0.90840599170374,0.989852820774919,0.832802757267754,1.1542783299581,0.85806109792092
"1700020L24Rik",0.27995078603072,0.132616333243505,0.187076496972638,0.243041423941138,0.312371443718548,0.141182629636667,0.415955100043175,0.214370809911362,0.276137211480111,0.210025075779629,0.271199883021296,0.240952924305474,0.355151095653077,0.153321206895124
"1700020N01Rik",-1.79275199465807,-1.79286152111828,-1.79275396132093,-1.79273828947135,-1.79276179536586,-1.78912107172333,-1.76490642798691,-1.79282909316559,-1.76866084071282,-1.77536887648095,-1.79276280823613,-1.78693289078326,-1.76064373529646,-1.78146029967304
"1700021F05Rik",3.53825477130293,3.41720362408436,3.36717844940103,3.71343583324748,3.605247017246,3.64778690987964,3.45490750510222,3.73109050767607,3.3504499744074,2.71899250354827,3.51777991520819,3.37945657752696,3.6916778595507,2.52639395108347
"1700022I11Rik",-1.13483019761446,-1.11516866999098,-1.04829754572408,-1.13475069264151,-1.1348872357987,-1.13424027575901,-1.08221548103956,-1.13528075882522,-1.075628214987,-1.09515062754063,-1.13489313944407,-1.12880540604644,-1.0522960139025,-1.11287851103813
"1700023F06Rik",1.05510177831696,1.0221315961952,1.2401767198365,1.35106617893359,2.0039396459014,1.9703900859601,1.07150975766716,1.09709638007058,1.3038751892363,1.14953468561317,1.66649984857477,1.60369256424899,1.90275798350243,1.06655957648215
"1700024P16Rik",1.08143454092307,1.37287748164488,1.60018228100751,1.68688297445371,2.46197168811042,1.10437938871127,1.05427067549286,1.51826198934253,1.36255801402689,1.22857589252204,2.01961175517016,1.11902848866743,1.53313446717627,1.16504510839847
"1700025G04Rik",6.33800329548427,6.30788389045613,6.16587286388383,6.5173398564588,6.31766975873912,6.11541471729041,6.80264776134226,5.98109258358073,5.83473551129931,6.02979363595064,6.12546653683392,6.25839430286711,7.3322405139422,7.46535337810197
"1700027J19Rik",-0.499738029486283,-0.404078200595405,-0.461503203217751,-0.457833585761697,-0.499889829429814,-0.437800818864857,-0.501409778928894,-0.387104875775211,-0.406095612400113,-0.444101700159497,-0.42994154536257,-0.496774261694673,-0.360672656625511,-0.478614212081029
"1700028J19Rik",0.78421894124819,1.41197428929181,0.915225916812912,1.2587233874001,1.28828805364868,1.17201522849371,1.4452226186984,1.24396041907826,2.92665332163816,1.03350458747306,0.778728412580512,1.25228859372463,1.39623853276949,0.935878580352013
"1700028K03Rik",-1.05606945808514,-1.05697883619756,-1.02162898701658,-0.882434380920883,-1.05615026255412,-1.05523747569102,-1.05694634536598,-1.05670684513385,-0.986893235713405,-1.00990755512604,-1.05615862991809,-1.04958204823322,-0.959387683984925,-1.03080636423587
"1700028P14Rik",-0.554155115766531,-0.556048976544996,-0.554188376282828,-0.465902760175878,-0.554321131496554,-0.425407726643014,-0.555980803800527,-0.408166503327609,-0.456123208858488,-0.493899067587081,-0.554338326485665,-0.469230313000788,-0.410975411188814,-0.528202513471085
"1700029F12Rik",-0.547562432456466,-0.507500012457144,-0.507498874102222,-0.590690896093389,-0.591106406966223,-0.589151606713318,-0.592845942809467,-0.592319821495398,-0.491061944097081,-0.528940589447356,-0.591124406532386,-0.35609707204671,-0.445791301050623,-0.563337373654647
"1700029I15Rik",1.64705888800906,2.00568546285653,2.40910347666655,2.4123054248184,2.42471267113953,2.39177275908503,2.29769137740563,2.27055867613964,2.83597327472181,1.90803864035873,2.14176081203278,1.88103630451578,2.25106233968245,3.05504862533239
"1700029J07Rik",1.52424649063345,1.68167349946747,1.71166851694004,1.82964795317836,1.69487234940787,2.0594247605623,1.79423912421295,1.4080838469565,1.50899329322487,1.39352877391701,1.65039738576184,1.30339198053468,1.67084861594373,1.33989621468282
"1700030J22Rik",2.5985284906117,2.50228068301201,2.72550580616774,3.23360551984407,2.63319478820331,2.14749359602392,1.94748398343055,2.48741734401303,2.13464064516979,2.01241890912392,2.66157890913979,2.115169198243,2.34307126185838,1.91030024690425
"1700030K09Rik",3.9543467289337,3.36012192397375,3.26133715480344,3.63597512403506,3.5891927662491,3.96784230319125,4.01683090294318,3.70677298362946,4.67693298344327,3.09749021889628,3.94072403251864,2.35375265713626,3.24777506066518,2.54172847431592
"1700034I23Rik",-0.21181077776038,-0.238972732574297,-0.213190977314297,-0.336013133733281,-0.295207248500176,-0.334144379219716,-0.338632947503868,-0.146495808768536,-0.227409288745152,-0.272467130891509,-0.336539961534051,-0.332662510237343,-0.17355843242786,-0.313383189499797
"1700034J05Rik",-1.20091519623468,-1.16405836703849,-1.20092462864908,-1.20084955917312,-1.2009622360094,-1.20041693369135,-1.16144680949132,-1.14242501493531,-1.14672600903123,-1.16432896976316,-1.20096710228027,-1.19467479627677,-1.1256878397808,-1.1803138402913
"1700037C18Rik",1.42108636262692,1.43030178356021,1.57091947738355,1.64556739071834,1.88897889179485,1.35067553295552,1.90435230272954,1.45479296629945,1.45720079467086,1.34230331139236,1.6403348537508,1.49171345041179,1.61401114063838,1.4854945808726
"1700037H04Rik",4.30098745718489,4.93813679292066,4.74523611968412,4.76771195873913,4.63094887050602,4.7038666277186,3.74739052214055,4.91428810848212,4.29566438208551,3.25426807280435,4.88250361813903,4.48929772330332,4.41359329997097,2.94699609683672
"1700040L02Rik",-1.15659146385628,-1.15721972069716,-1.15660261507909,-1.15651388499792,-1.07442034516685,-1.15601480317369,-1.08391302212818,-1.15703216376832,-1.09801027871934,-1.11719822225062,-1.15665283684204,-1.15027640804109,-1.0750778181108,-1.13462238161334
"1700047I17Rik2",4.25746417626301,3.796059507952,3.98513037084683,3.84957357875648,3.8893557514569,4.14982838518086,3.80600558557887,3.90045677347914,4.34361889767147,3.06558598399417,4.29740619396658,5.14825703094507,3.61208705563937,3.7110395448277
"1700048O20Rik",2.47716377744523,2.43217971447287,2.42552499818991,2.55811235593762,2.84060996546459,2.36786179309066,2.85947476530624,2.60710097907627,2.28694252665076,2.16500386596686,2.64575714047501,2.95615384551705,2.49311996436761,2.84493722148394
"1700057G04Rik",-0.289602161848145,-0.295152352960232,-0.226551270755182,-0.288940902826021,-0.290079374080641,-0.284804525857931,-0.181012618443689,-0.293457885854408,-0.132184477846933,-0.196396829339921,-0.29012890086054,0.458107525758146,-0.0554411197692769,-0.254706686446015
"1700061G19Rik",-0.621724686769969,-0.569709302447103,-0.62175379642893,-0.425818061256696,-0.621869967060707,-0.620231687896979,-0.500069121842525,-0.601061205779802,-0.52898119645028,-0.564282086321731,-0.621885011963273,-0.619203220466684,-0.486791356507095,-0.596338066149025
"1700066B19Rik",-0.187771977682895,-0.0707349231822813,-0.187825164198451,0.036082925752444,-0.0631457506035552,-0.045747459946929,-0.124038141620056,-0.18989609250727,-0.0680406458643873,-0.119759786675313,-0.144413152885886,-0.183208943795782,-0.00622854195545314,-0.166724827515849
"1700066M21Rik",4.93358898660464,4.63371088342925,4.9676303458465,4.76663558051554,4.85722351944551,4.06343121506529,4.3929328173953,5.01969439042996,3.80180752275132,5.14125318719847,4.8664148069514,4.7433694836971,4.65200054099052,5.05755120270653
"1700067K01Rik",-0.0641657665148524,0.0934544325310745,-0.0137112058470832,-0.0636781688415995,0.188855975105267,0.277152712667372,-0.0304339559655983,-0.0118898852683532,0.0703445527555803,0.0105034816925031,-0.0645531684366854,-0.0581759265887044,0.141863577329002,-0.0438369095505232
"1700088E04Rik",1.71749507236199,1.46860901729885,1.62108510791366,1.87205431060715,1.69849283436687,1.69848379196559,1.91576944081137,1.93843613674273,1.55967977115598,1.44783276430559,1.73786642722886,1.59101462168397,1.7219498480787,1.39468434495569
"1700092M07Rik",-1.9053328591587,-1.88852606349554,-1.90533403579472,-1.90488245897684,-1.90533872178699,-1.90214894791386,-1.90539593137747,-1.90537890788354,-1.88677691266396,-1.8918167463898,-1.90533932752111,-1.90050493937228,-1.8807535580401,-1.89639331114035
"1700093K21Rik",0.238521329789427,0.208161908381637,0.0774074671557204,0.0791609989904253,0.0765187424602448,0.0885611097040626,0.296691364686562,0.161694838789726,0.299568132396291,0.203507397705493,0.0764032365882629,0.095623812232664,0.41437506888395,1.26172854031261
"1700102P08Rik",-1.15289926933587,-1.15351298730137,-1.1234936771815,-1.12065876786011,-1.15295382749398,-1.1523347061311,-1.06126282833149,-1.15333035425711,-1.09492402824426,-1.11395951131319,-1.15295947414336,-1.14677486979802,-1.07217378067701,-1.13124522460491
"1700109H08Rik",0.646568155299607,0.528500061933751,0.511982732453194,0.88993877408064,0.57400214043244,0.44835723759001,0.720224270438639,0.427676511934435,0.653249538032858,1.29742588589994,0.573116171886579,0.455759323762912,0.777616961369662,0.479744458407346
"1700112E06Rik",-0.720317440157379,-0.708534529297521,-0.682209990875326,-0.601511766385901,-0.720442063469206,-0.719034733441343,-0.721684078444882,-0.551419155915235,-0.633833937024017,-0.665830137998097,-0.72045496726967,-0.718149181650437,-0.595593694276535,-0.694885200822579
"1700123L14Rik",-1.01136676998557,-0.967149373283495,-0.977838584628006,-0.974613544108919,-1.01144513205839,-1.0105570366206,-1.01222281936097,-0.975808916447026,-0.942340882568817,-0.965771693146542,-1.01145324210244,-0.945356161227493,-0.914337561643677,-0.98704870893713
"1700123O20Rik",2.88167272870964,3.41783154878337,3.55008281236236,3.1885012536264,3.38540311524459,3.1570231440281,3.39771089744757,3.29380768309317,2.75881248954487,2.57833446501444,3.32452370774439,4.05494058778521,2.97630825372755,2.41637615401941
"1700128F08Rik",3.01739419519727,3.27312069188723,3.69056216149502,3.7611476641418,3.39010378573551,3.24855047429417,3.59545660544202,3.41709195131422,2.8821488929963,2.68928389930893,3.64838105775245,2.91847306010722,3.10291395038725,3.97626370901795
"1810009A15Rik",1.87160095838218,2.61457909067116,2.44931922648261,2.26580770551118,2.49882974173904,2.49628930108786,2.5331336951087,2.84221651908447,2.11482791078125,2.00073516349439,2.21188808484896,2.47674623988887,2.31625833039263,2.2922860712217
"1810010H24Rik",1.99570712392443,2.23019723095813,2.11161559568607,1.59827246232261,1.76384975150375,2.47083516006378,2.94626165776167,2.19092123333136,1.97809404878853,1.84586876792049,1.58729580049557,2.95239146636385,2.18697817909322,3.00316998449498
"1810011H11Rik",0.605195217477291,0.617715781323459,0.672270094335672,0.606604435877893,0.728131158032226,0.969445864878081,0.593703867882315,1.160746390433,0.805604741367797,0.702318926019648,0.972356345711136,1.32957117734666,0.929046729198928,0.644191535475725
"1810011O10Rik",0.0528934450502536,0.0482049492450526,0.243242172706703,0.259337822862733,0.348385256911364,0.343658520856529,0.0483755320101769,0.106557500726702,0.19514410099718,0.12942090008239,0.0524443747247414,0.0598161856551143,0.273693149965807,0.0697390730694829
"1810013L24Rik",5.96434439492123,5.8186871730135,5.81566227563051,5.68546952522891,5.27170774392095,5.52227686972184,5.4092784697507,5.63573472236397,5.34807533346733,5.00810641620367,5.48764710080947,5.88867333552685,4.72641083756512,5.93729582785612
