"","100-CA1-1","100-CA1-2","100-CA1-3","100-CA3-1","100-CA3-4","100-DG-2","100-DG-3","101-CA1-1","101-CA1-2","101-CA1-3","101-CA3-1","101-CA3-4","101-DG-3","101-DG-4"
"1110004F10Rik",6.83518504034919,7.23916920851263,7.17757030225254,6.88726763734251,7.23107768197986,7.06357350777239,7.08842326533299,7.0715248331707,6.67397725502554,7.15719120072919,6.99176872889198,7.16829333341804,6.52893992990247,6.93250899394297
"1110008F13Rik",6.24267351131667,6.53838229998575,6.46435093454204,6.21258634380175,6.7439978210467,6.67466197363389,6.42641451984761,6.5194556340056,7.3228231088072,6.38516995929711,6.30333977843191,6.58574251197253,4.74843365484861,6.63776915783773
"1110008L16Rik",5.62141817729066,5.27729961873771,5.63807097282909,5.53152203001648,5.45189355127969,5.19886405377149,5.46210770171832,5.43217390589322,4.74843365484861,4.74843365484861,5.69351173403998,5.62322802787858,4.74843365484861,4.74843365484861
"1110008P14Rik",6.50214498457873,6.56749446040139,6.435511886062,6.50841678645327,6.89338634429439,7.05364055440233,6.33639676662805,6.77496520856521,7.98951906246945,6.20757402320328,6.83502787450527,7.03217211234062,6.87292409357847,6.102695029806
"1110012L19Rik",5.03553421054107,5.46578602751747,5.09762088639817,5.47467334311317,5.50295034914013,5.52245779414119,5.35662927337104,5.16318442292027,6.15674808772879,5.99566529025922,5.36474820657248,5.40482573399288,4.74843365484861,4.74843365484861
"1110017D15Rik",4.74843365484861,5.05491051577977,4.95036458340995,5.1706609807514,5.08893168756055,4.74843365484861,4.86856113560785,5.00296088576351,4.74843365484861,4.74843365484861,5.08779286832244,4.74843365484861,4.74843365484861,4.74843365484861
"1110032A03Rik",5.64340450645769,5.79529206661789,5.84692673133992,5.65686227886771,6.2873038871819,5.98904424649132,5.81846774431931,6.04489545924914,5.58252895909874,6.20757402320328,5.83357203802844,6.03001415673324,6.04482029771009,6.29510897999569
"1110032F04Rik",5.87025489879434,5.84131145981563,5.84692673133992,5.80498277377061,5.57314227390948,5.7400851464207,5.32094723791804,6.08793395115836,4.74843365484861,4.74843365484861,5.59235545481213,5.04400238363137,4.74843365484861,4.74843365484861
"1110034G24Rik",5.57547895198594,5.49229089919649,5.24106836489114,5.26464380027412,5.3667948202635,5.19886405377149,5.53569520649074,5.2117440842291,4.74843365484861,6.46471755201807,5.59235545481213,5.46626540318993,4.74843365484861,4.74843365484861
"1110037F02Rik",6.57449880957359,6.58463589134473,6.72818188773878,6.46747534932865,6.25533815224013,6.22756358502944,7.02954423270649,6.53854529802459,6.15674808772879,6.91198706696068,6.27204347620237,6.17057967547285,6.87292409357847,5.86700201492749
"1110038F14Rik",5.57547895198594,5.86894571836351,5.73932093326376,5.98174263943474,5.91496211522254,6.01311756685077,6.18442424055098,6.05219330155924,5.58252895909874,4.74843365484861,5.78362741701153,5.96798308910871,4.74843365484861,4.74843365484861
"1110051M20Rik",6.89110416570701,7.1523907739454,7.04611459741907,7.22114660898414,7.4254298519836,7.17734132067139,6.9968931191912,7.14742102539332,6.80697730461692,7.36443301987225,7.34764901283286,7.18000871860138,8.36641882615668,7.23721361218308
"1110059E24Rik",5.66479932196174,5.73421290269155,5.63807097282909,5.94889200343174,5.7519469379462,5.7400851464207,6.13175969421363,5.68546552489258,6.15674808772879,5.72608856437502,5.36474820657248,5.66904049525227,6.04482029771009,5.86700201492749
"1110059G10Rik",5.76418798009372,5.65462346487891,5.49620824853165,5.34346018415597,5.7519469379462,5.52245779414119,5.72080653590354,5.73769354071391,4.74843365484861,4.74843365484861,5.81722822742058,4.74843365484861,6.04482029771009,4.74843365484861
"1110065P20Rik",6.17053604235962,6.22304672683022,6.27963275096021,6.07433627940811,6.82762104328747,6.45604251376145,6.42987581584366,6.66446903562207,6.15674808772879,5.3200001005895,6.67935222789517,6.42840922061769,6.04482029771009,6.29510897999569
"1190002N15Rik",7.32978937281323,7.18134523687506,7.44367649809449,6.05947099199559,6.58288437493347,5.8014986896858,7.08430289708988,6.99766194475923,7.3228231088072,5.99566529025922,6.06304646725228,5.83072750873015,6.04482029771009,7.55390274713349
"1190005I06Rik",4.74843365484861,5.21067513950923,5.09762088639817,5.04752422989909,5.02666347580051,5.00919220818313,5.10798894870685,5.29570152745372,4.74843365484861,4.74843365484861,5.18587759678524,5.04400238363137,4.74843365484861,4.74843365484861
"1190007I07Rik",5.83625162717331,5.39940513582055,5.41282308089122,5.37900606890859,5.45189355127969,5.93908583692068,5.70691108242437,5.50433008225785,5.58252895909874,5.87055720858224,5.18587759678524,5.25860710243401,4.74843365484861,5.86700201492749
"1500009C09Rik",6.65111405160324,6.62373075249256,6.09876198724333,6.59578539726324,6.96208802141692,7.01314849282325,6.60339724769717,6.96759780219083,6.15674808772879,5.72608856437502,6.88084742075243,7.00585500520867,7.36992798474574,6.56957825783544
"1500009L16Rik",5.24408610580856,5.74677574327492,5.63807097282909,5.53152203001648,5.80398210204602,5.88643584058348,5.55294848314314,5.72750296538483,5.58252895909874,4.74843365484861,5.88093779663688,5.57455779749339,4.74843365484861,4.74843365484861
"1500011B03Rik",6.73107398812691,6.79320431648285,6.87990273775009,6.77041213135122,6.75832022142329,6.99242838997181,7.02307813468553,6.90532311785008,6.92748829341251,6.46471755201807,6.66420421178655,6.75781300316415,6.04482029771009,6.95859838873773
"1500011K16Rik",5.88680437430502,5.80701772528213,5.97339224289774,5.65686227886771,6.05425974509435,6.08211766902605,5.83678048039696,5.88659147312957,5.58252895909874,6.53930837973801,5.63437872315579,5.83072750873015,4.74843365484861,5.86700201492749
"1500015O10Rik",4.9516116077516,4.74843365484861,4.74843365484861,4.9601116392807,4.74843365484861,4.74843365484861,4.918270562105,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.57455779749339,4.74843365484861,4.74843365484861
"1520401A03Rik",4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.39648981476368,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1600002H07Rik",5.15379076465825,5.34716864393339,5.28011497568295,5.22008153812598,5.95883111759608,5.52245779414119,5.64887503096991,5.3329947291449,4.74843365484861,6.1069075395784,5.67427530591673,5.46626540318993,4.74843365484861,4.74843365484861
"1600002K03Rik",4.74843365484861,5.05491051577977,5.15131489117282,5.11441749651615,5.30234751613837,5.60194784409482,5.41161400561718,5.16318442292027,5.58252895909874,4.74843365484861,5.13999305451574,5.52248555849631,4.74843365484861,4.74843365484861
"1600012H06Rik",6.24267351131667,5.89048134233618,5.65934631174994,5.76519659495751,6.00083519157562,5.91312035036365,5.86064455325232,5.76756249424356,4.74843365484861,6.73928661280247,5.78362741701153,5.71240693823993,4.74843365484861,6.67051190853551
"1600014C10Rik",6.03845400153685,6.14302817723112,6.031008713666,6.17293328712567,6.17699500587938,6.37340158538038,6.11361719876463,5.95298086480441,6.15674808772879,6.1069075395784,6.05014781058282,5.83072750873015,6.04482029771009,6.79359597860415
"1700001C19Rik",5.15379076465825,5.14917145704152,5.0337749671367,4.9601116392807,5.08893168756055,4.74843365484861,5.14571013659846,5.13656329502709,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700001K19Rik",5.28336672302202,5.00759260839491,5.15131489117282,5.22008153812598,5.18734111271952,5.32838859251657,5.10798894870685,4.74843365484861,4.74843365484861,4.74843365484861,5.08779286832244,5.04400238363137,4.74843365484861,4.74843365484861
"1700001L19Rik",5.70597369257884,5.61901529442681,5.63807097282909,5.44435326976024,5.30234751613837,5.52245779414119,5.42203829657081,5.54423608451997,4.74843365484861,4.74843365484861,5.36474820657248,5.33652531943351,4.74843365484861,4.74843365484861
"1700001O22Rik",5.52652419827964,5.43817760465829,5.35034600191757,5.37900606890859,5.52711997510894,5.00919220818313,5.56142419869641,5.51788385119152,5.91267076260594,5.87055720858224,5.39434805918113,5.16570639009858,4.74843365484861,5.79787324786823
"1700001P01Rik",4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.32838859251657,4.86856113560785,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700003E16Rik",5.87025489879434,6.21530182849783,6.00261078263699,6.02908544173859,6.19995025573753,5.70766464423532,6.04266581045544,6.39809009888141,7.40590387667306,4.74843365484861,6.39242212041017,5.96798308910871,4.74843365484861,5.44394568962744
"1700003F12Rik",5.09977026416344,4.94928508844593,4.74843365484861,4.74843365484861,5.08893168756055,5.47913918558041,5.40101145886534,5.0767443320129,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700006E09Rik",4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.13656329502709,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700007B14Rik",5.03553421054107,4.98029464648493,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.918270562105,4.89551197587674,4.74843365484861,4.74843365484861,4.74843365484861,5.57455779749339,4.74843365484861,4.74843365484861
"1700007G11Rik",4.74843365484861,4.98029464648493,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700007K09Rik",4.74843365484861,4.98029464648493,5.09762088639817,4.74843365484861,4.74843365484861,4.74843365484861,4.86856113560785,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700007K13Rik",4.74843365484861,4.91247225686221,4.74843365484861,4.74843365484861,5.02666347580051,4.74843365484861,4.74843365484861,5.00296088576351,4.74843365484861,4.74843365484861,4.94466351007704,5.40482573399288,4.74843365484861,4.74843365484861
"1700008O03Rik",5.03553421054107,5.05491051577977,5.09762088639817,4.74843365484861,5.08893168756055,5.19886405377149,5.24147224959155,4.95634393533776,4.74843365484861,4.74843365484861,5.39434805918113,4.74843365484861,4.74843365484861,4.74843365484861
"1700010B08Rik",4.74843365484861,4.98029464648493,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700010I14Rik",4.74843365484861,5.19611556639316,4.74843365484861,5.26464380027412,5.02666347580051,4.74843365484861,4.74843365484861,5.04220987197801,4.74843365484861,4.74843365484861,5.22726643304545,4.74843365484861,4.74843365484861,4.74843365484861
"1700013F07Rik",4.74843365484861,5.18105013413833,5.31637251345617,5.22008153812598,4.74843365484861,5.19886405377149,5.25562274244386,5.2341512895118,4.74843365484861,4.74843365484861,5.13999305451574,4.74843365484861,4.74843365484861,4.74843365484861
"1700014D04Rik",4.74843365484861,4.74843365484861,5.0337749671367,4.74843365484861,4.74843365484861,5.00919220818313,4.95638061038168,5.10792575187469,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700015E13Rik",4.74843365484861,4.98029464648493,4.74843365484861,4.74843365484861,5.14130504608826,4.74843365484861,5.06571314157267,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700016C15Rik",4.74843365484861,4.86445768661389,4.74843365484861,4.74843365484861,4.74843365484861,5.11670343218513,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700016D06Rik",5.41686101172355,5.31336984578485,5.0337749671367,5.41253982705397,5.14130504608826,4.74843365484861,5.26937375928068,5.25553404748201,4.74843365484861,4.74843365484861,5.13999305451574,4.74843365484861,4.74843365484861,5.72295563312329
"1700017B05Rik",6.19510954639233,5.85799020136668,5.63807097282909,5.86156061114055,5.94442560982214,5.91312035036365,5.96117294980002,6.32107192212847,6.35555891777919,5.72608856437502,6.46629768349472,6.34121460921862,4.74843365484861,5.93137751091534
"1700019A02Rik",4.74843365484861,4.74843365484861,4.74843365484861,5.04752422989909,4.74843365484861,4.74843365484861,5.01673765278897,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700019B03Rik",4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.19886405377149,4.86856113560785,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700019D03Rik",5.66479932196174,5.46578602751747,5.49620824853165,5.55831826766565,5.50295034914013,5.00919220818313,5.33309663249782,5.55705932404354,5.58252895909874,5.3200001005895,5.59235545481213,5.83072750873015,4.74843365484861,6.29510897999569
"1700020A23Rik",4.74843365484861,4.74843365484861,4.95036458340995,4.74843365484861,4.74843365484861,5.11670343218513,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700020D05Rik",5.15379076465825,4.91247225686221,5.09762088639817,5.50368071606673,5.08893168756055,5.56327351247045,5.26937375928068,4.89551197587674,4.74843365484861,4.74843365484861,5.08779286832244,4.74843365484861,4.74843365484861,4.74843365484861
"1700020L24Rik",5.09977026416344,4.74843365484861,4.95036458340995,5.04752422989909,5.14130504608826,4.74843365484861,5.25562274244386,5.00296088576351,4.74843365484861,4.74843365484861,5.08779286832244,5.04400238363137,4.74843365484861,4.74843365484861
"1700020N01Rik",4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.01673765278897,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700021F05Rik",5.72582214853101,5.64762854041535,5.61620797483107,5.84308529086953,5.76963509693483,5.8014986896858,5.67112411455716,5.85158135254018,5.58252895909874,4.74843365484861,5.71231217534012,5.62322802787858,6.04482029771009,4.74843365484861
"1700022I11Rik",4.74843365484861,4.91247225686221,5.09762088639817,4.74843365484861,4.74843365484861,4.74843365484861,5.01673765278897,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700023F06Rik",4.9516116077516,4.94928508844593,5.09762088639817,5.1706609807514,5.57314227390948,5.56327351247045,4.98848102765986,5.00296088576351,4.74843365484861,4.74843365484861,5.36474820657248,5.33652531943351,6.04482029771009,4.74843365484861
"1700024P16Rik",4.74843365484861,5.14917145704152,5.31637251345617,5.37900606890859,5.94442560982214,4.74843365484861,4.74843365484861,5.25553404748201,4.74843365484861,4.74843365484861,5.61365212603236,4.74843365484861,4.74843365484861,4.74843365484861
"1700025G04Rik",7.00252864235176,6.97876993314102,6.8661985205289,7.14977210023632,6.98620459501666,6.82561929136404,7.39278323434869,6.7270412764635,6.52518048299585,6.73928661280247,6.83502787450527,6.93766994745847,8.02135448527839,8.01695338428691
"1700027J19Rik",4.74843365484861,5.07598364945411,4.95036458340995,4.9601116392807,4.74843365484861,5.00919220818313,4.74843365484861,5.10792575187469,4.74843365484861,4.74843365484861,5.0257314952558,4.74843365484861,4.74843365484861,4.74843365484861
"1700028J19Rik",4.74843365484861,5.25175060624451,4.95036458340995,5.1706609807514,5.18734111271952,5.11670343218513,5.26937375928068,5.16318442292027,6.52518048299585,4.74843365484861,4.74843365484861,5.16570639009858,4.74843365484861,4.74843365484861
"1700028K03Rik",4.74843365484861,4.74843365484861,4.95036458340995,5.22008153812598,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700028P14Rik",4.74843365484861,4.74843365484861,4.74843365484861,5.04752422989909,4.74843365484861,5.11670343218513,4.74843365484861,5.13656329502709,4.74843365484861,4.74843365484861,4.74843365484861,5.04400238363137,4.74843365484861,4.74843365484861
"1700029F12Rik",4.9516116077516,5.03225202382131,5.0337749671367,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.25860710243401,4.74843365484861,4.74843365484861
"1700029I15Rik",4.74843365484861,5.18105013413833,5.44182104501999,5.44435326976024,5.45189355127969,5.43283960498824,5.36804168560645,5.35073224773632,5.91267076260594,4.74843365484861,5.26524161946324,5.04400238363137,4.74843365484861,5.93137751091534
"1700029J07Rik",5.15379076465825,5.28960290986776,5.31637251345617,5.41253982705397,5.30234751613837,5.60194784409482,5.37923536552648,5.04220987197801,4.74843365484861,4.74843365484861,5.26524161946324,4.74843365484861,4.74843365484861,4.74843365484861
"1700030J22Rik",5.52652419827964,5.45671213359499,5.61620797483107,5.99777104945159,5.55049459936623,5.19886405377149,5.06571314157267,5.44725022773452,4.74843365484861,4.74843365484861,5.57044397241368,5.16570639009858,4.74843365484861,4.74843365484861
"1700030K09Rik",5.95028296878606,5.58169846760489,5.52185245363872,5.74460816940765,5.71544546616909,5.96437968459286,5.98735390159406,5.78692362923531,6.67397725502554,5.3200001005895,5.94062144460054,4.74843365484861,4.74843365484861,4.74843365484861
"1700034I23Rik",5.09977026416344,5.05491051577977,5.09762088639817,4.74843365484861,4.94532404249127,4.74843365484861,4.74843365484861,5.18815568355638,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700034J05Rik",4.74843365484861,4.98029464648493,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.98848102765986,5.04220987197801,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700037C18Rik",5.09977026416344,5.11445033324969,5.24106836489114,5.3055160286482,5.50295034914013,5.00919220818313,5.50900864850874,5.13656329502709,4.74843365484861,4.74843365484861,5.30050878437782,5.16570639009858,4.74843365484861,5.15256501101735
"1700037H04Rik",5.93479859394435,6.37113482967862,6.23422329349158,6.25086850563265,6.15354714002397,6.20793588666327,5.6182095074214,6.35470620225534,5.91267076260594,4.74843365484861,6.33380196750775,6.05966967053505,6.04482029771009,4.74843365484861
"1700040L02Rik",4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.08893168756055,4.74843365484861,5.06571314157267,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700047I17Rik2",6.00991064759713,5.71501560919778,5.82986137715523,5.74460816940765,5.76963509693483,5.93908583692068,5.72080653590354,5.77729607559202,6.15674808772879,4.74843365484861,6.03708636846335,6.70861710351618,4.74843365484861,5.64076427428991
"1700048O20Rik",5.35401566934059,5.32486817040189,5.31637251345617,5.41253982705397,5.6164842643331,5.26785102006198,5.62598866590367,5.44725022773452,4.74843365484861,4.74843365484861,5.47550582970209,5.71240693823993,4.74843365484861,5.64076427428991
"1700057G04Rik",4.74843365484861,4.74843365484861,4.95036458340995,4.74843365484861,4.74843365484861,4.74843365484861,5.01673765278897,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.62322802787858,4.74843365484861,4.74843365484861
"1700061G19Rik",4.74843365484861,4.98029464648493,4.74843365484861,5.22008153812598,4.74843365484861,4.74843365484861,5.10798894870685,4.89551197587674,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700066B19Rik",4.74843365484861,5.07598364945411,4.74843365484861,5.22008153812598,5.08893168756055,5.11670343218513,4.98848102765986,4.74843365484861,4.74843365484861,4.74843365484861,4.94466351007704,4.74843365484861,4.74843365484861,4.74843365484861
"1700066M21Rik",6.27706391512892,6.07001039444877,6.30167170727551,6.15938986537672,6.22243722408,5.70766464423532,5.91778263425131,6.33801140684843,4.74843365484861,6.46471755201807,6.22891901909448,6.14391146776804,6.04482029771009,6.38024192492537
"1700067K01Rik",4.74843365484861,5.11445033324969,4.95036458340995,4.74843365484861,5.22886600566669,5.32838859251657,4.918270562105,4.95634393533776,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700088E04Rik",5.28336672302202,5.05491051577977,5.19850628431096,5.41253982705397,5.26696546234749,5.26785102006198,5.44238422315559,5.46198412433897,4.74843365484861,4.74843365484861,5.30050878437782,5.16570639009858,4.74843365484861,4.74843365484861
"1700092M07Rik",4.74843365484861,4.98029464648493,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700093K21Rik",5.03553421054107,5.00759260839491,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.08752259035205,4.95634393533776,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,5.86700201492749
"1700102P08Rik",4.74843365484861,4.74843365484861,4.95036458340995,4.9601116392807,4.74843365484861,4.74843365484861,5.10798894870685,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700109H08Rik",5.09977026416344,4.98029464648493,4.95036458340995,5.3055160286482,5.02666347580051,4.74843365484861,5.16325721016367,4.74843365484861,4.74843365484861,5.72608856437502,5.0257314952558,4.74843365484861,4.74843365484861,4.74843365484861
"1700112E06Rik",4.74843365484861,4.86445768661389,4.95036458340995,5.11441749651615,4.74843365484861,4.74843365484861,4.74843365484861,5.18815568355638,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1700123L14Rik",4.74843365484861,4.98029464648493,4.95036458340995,4.9601116392807,4.74843365484861,4.74843365484861,4.74843365484861,4.95634393533776,4.74843365484861,4.74843365484861,4.74843365484861,5.04400238363137,4.74843365484861,4.74843365484861
"1700123O20Rik",5.38626254914984,5.73421290269155,5.82986137715523,5.58417064611987,5.71544546616909,5.56327351247045,5.72080653590354,5.65247144979087,4.74843365484861,4.74843365484861,5.67427530591673,6.22204084325914,4.74843365484861,4.74843365484861
"1700128F08Rik",5.41686101172355,5.58169846760489,5.86368327094761,5.91490557324766,5.65753257147015,5.56327351247045,5.79346152845147,5.67461535777545,4.74843365484861,4.74843365484861,5.83357203802844,5.33652531943351,4.74843365484861,6.102695029806
"1810009A15Rik",4.9516116077516,5.55838946116912,5.44182104501999,5.3055160286482,5.47790618747841,5.47913918558041,5.49988268991117,5.72750296538483,4.74843365484861,4.74843365484861,5.26524161946324,5.46626540318993,4.74843365484861,5.31812362861058
"1810010H24Rik",5.20126771961146,5.35799631802299,5.28011497568295,4.74843365484861,5.02666347580051,5.52245779414119,5.83678048039696,5.3329947291449,4.74843365484861,4.74843365484861,4.74843365484861,5.86694513367771,4.74843365484861,5.93137751091534
"1810011H11Rik",4.74843365484861,4.86445768661389,4.95036458340995,4.74843365484861,5.02666347580051,5.26785102006198,4.74843365484861,5.41673188367893,4.74843365484861,4.74843365484861,5.26524161946324,5.57455779749339,4.74843365484861,4.74843365484861
"1810011O10Rik",4.74843365484861,4.74843365484861,5.15131489117282,5.1706609807514,5.26696546234749,5.26785102006198,4.74843365484861,4.95634393533776,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861,4.74843365484861
"1810013L24Rik",6.86344602065873,6.74420045413037,6.74343117282371,6.6417734184108,6.33866474299468,6.51826652452759,6.43676828603659,6.60310827273744,6.35555891777919,6.1069075395784,6.49286328756073,6.80518080279687,4.74843365484861,6.85096020569543
"1810022K09Rik",5.55141246755683,5.93214814525653,5.75818715664761,5.80498277377061,6.10506498466888,5.67394037414605,5.86064455325232,5.59424626196962,5.58252895909874,5.55163396342021,5.83357203802844,5.99947496678253,4.74843365484861,6.04871343304892
"1810024B03Rik",4.74843365484861,4.74843365484861,5.15131489117282,4.74843365484861,4.74843365484861,4.74843365484861,4.95638061038168,5.00296088576351,4.74843365484861,4.74843365484861,4.74843365484861,5.40482573399288,4.74843365484861,4.74843365484861
"1810026J23Rik",6.89792777060198,6.95139226081251,6.8453667629025,6.9455380493379,6.55806553300532,7.02338805517345,7.29225062491,6.69405626081375,6.35555891777919,6.79946456826795,6.91261367595107,6.77379789275358,6.87292409357847,6.102695029806
"1810030O07Rik",6.10654936621815,5.91154010730696,6.21080852416906,5.91490557324766,6.66219237800763,5.91312035036365,6.3912326361406,6.15598481951449,4.74843365484861,6.46471755201807,6.19544515852731,6.14391146776804,4.74843365484861,6.20309511877324
"1810032O08Rik",5.03553421054107,5.22477527814542,5.15131489117282,5.55831826766565,5.42480014001134,5.8014986896858,5.41161400561718,5.3329947291449,4.74843365484861,4.74843365484861,5.22726643304545,5.04400238363137,4.74843365484861,6.42058432696668
