"","gene","pvalue","lfc","padj","color"
"11341","Prmt8",0.0801479634396763,-0.299184838793932,0.831480438776116,"none"
"11342","Prmt9",0.319808563551721,-1.3225375284036,0.478841118357474,"none"
"11345","Prnp",0.0147888333949517,-0.076778415968486,0.966520715231729,"none"
"11346","Prob1",0.102886477094295,1.06154138585558,0.789066349569441,"none"
"11349","Prodh",0.203683977286318,1.04314642747678,0.625627777237771,"none"
"11354","Prokr2",0.954047240681131,2.51628592934999,0.111161080447476,"none"
"11355","Prom1",0.0108962545528509,-0.236605475541015,0.975222573715171,"none"
"11359","Pros1",1.32414438397638,2.28939021347999,0.0474084346686474,"DISS"
"11360","Prosc",0.0155708207075206,-0.159603849503742,0.964781971300488,"none"
"11361","Proser1",0.0147888333949517,-0.120863569016031,0.966520715231729,"none"
"11364","Prox1",0.35968188277552,1.32368767234245,0.436835693719633,"none"
"11365","Prox2",0.153611634630473,-1.60915461691382,0.702082851380672,"none"
"11366","Proz",0.182764908116284,0.85858696215069,0.656500546397498,"none"
"11367","Prpf18",0.804038707245725,-1.3449789069776,0.157022284927356,"none"
"11368","Prpf19",2.82715100338213e-06,-0.000107642642099201,0.999993490265432,"none"
"11369","Prpf3",0.0023595703278067,0.0316182528405879,0.99458162119394,"none"
"11370","Prpf31",0.000391928038340281,0.0152747644082864,0.999097959424813,"none"
"11371","Prpf38a",0.0224045987932334,-0.337809533285981,0.94971960062125,"none"
"11372","Prpf38b",0.0812927988014645,-0.362728888365652,0.829291475533905,"none"
"11373","Prpf39",0.0331166720396324,-0.251463126143632,0.92658086649275,"none"
"11374","Prpf4",0.0268075196968848,-0.304015906050105,0.940139890383042,"none"
"11375","Prpf40a",0.0628083726854211,-0.355185813519034,0.865349659874651,"none"
"11376","Prpf40b",0.0284617416369919,0.129775744127938,0.936565721272145,"none"
"11377","Prpf4b",0.0407802977442731,-0.246785974471318,0.910373698865883,"none"
"11378","Prpf6",0.00162380932971484,0.0224538872438148,0.996268022047798,"none"
"11379","Prpf8",0.276652972894274,-0.437965353841073,0.528867679692435,"none"
"11382","Prps1",0.0352465106911086,0.280704931401789,0.92204791327745,"none"
"11383","Prps1l3",0.141607508100822,-1.06863195391338,0.721759471753479,"none"
"11384","Prps2",0.279334605648713,-1.09723220956228,0.525612148274133,"none"
"11385","Prpsap1",0.892918668181532,1.3840608772003,0.127962092072241,"none"
"11386","Prpsap2",0.215784135387359,0.805125046211501,0.608437347871221,"none"
"11388","Prr12",0.19721018089894,-0.450807780152887,0.635023531862714,"none"
"11389","Prr13",0.470119101375494,1.25806275717601,0.338751243902195,"none"
"11390","Prr14",0.00275345018148963,-0.0428205510489004,0.993680002388806,"none"
"11391","Prr14l",0.298013332107237,-0.768490097727301,0.503485152406679,"none"
"11392","Prr15",0.229150843626475,1.99396916753624,0.589996121058365,"none"
"11395","Prr18",1.44782072917639,2.29240339599776,0.0356598301952517,"DISS"
"11399","Prr3",0.126453124574533,-0.752201197666274,0.747389299044753,"none"
"11401","Prr36",1.13083999665536,-1.75659643584126,0.0739877811608201,"HOMO"
"11402","Prr5",0.204863108531214,2.15358119583378,0.62393147034524,"none"
"11403","Prr5l",0.324024427233825,1.8711497061011,0.474215311897895,"none"
"11404","Prr7",0.0610646109316004,0.272657541619808,0.868831161775319,"none"
"11405","Prrc1",0.0162148113709175,0.236176234403776,0.963352410985789,"none"
"11406","Prrc2a",0.0219192460647815,0.100261881473084,0.950781568214844,"none"
"11407","Prrc2b",0.145984884222185,-0.365932824835394,0.714521194813474,"none"
"11408","Prrc2c",0.673711566046436,-0.902227546631968,0.211976849879106,"none"
"11409","Prrg1",0.0319791526721083,0.683393258301005,0.929010980788154,"none"
"11410","Prrg2",0.360009474179647,2.2990538053782,0.436506309705397,"none"
"11411","Prrg3",0.0108962545528509,0.152502797043584,0.975222573715171,"none"
"11413","Prrt1",0.0640800355688015,-0.176121632746795,0.862819525219168,"none"
"11414","Prrt2",0.0171846796221632,0.0689679069488941,0.961203448785974,"none"
"11415","Prrt3",0.183485178685907,0.562084918539579,0.655412652940219,"none"
"11417","Prrx1",0.00152246824358022,0.0444983062389976,0.996500524803936,"none"
"11420","Prss12",0.17614716895683,-1.12042510224353,0.666580847320904,"none"
"11422","Prss23",0.0227196431225254,0.323513996999007,0.949030908294651,"none"
"11425","Prss35",0.226119958811621,1.75407682609879,0.594128028654907,"none"
"11426","Prss36",0.420717201228986,1.9433988364282,0.379562063278791,"none"
"11429","Prss43",0.0670012638730656,1.22944931947268,0.857035351103647,"none"
