"","gene","pvalue","lfc","padj","color"
"8575","Mast1",0.00516700943047672,0.216326559352904,0.988173016263497,"none"
"8576","Mast2",0.0324413968128865,0.423752512440177,0.9280227079726,"none"
"8577","Mast3",0.00957314231432341,0.259206115726989,0.978198196289692,"none"
"8578","Mast4",0.12516985458721,0.564106051650594,0.74960097957281,"none"
"8580","Mat2a",0.0269259064534977,-0.349241620340134,0.939883647330365,"none"
"8581","Mat2b",0.00262314778467679,0.110875710934472,0.993978183271232,"none"
"8582","Matk",0.035399065039488,-0.452510043310288,0.921724082968437,"none"
"8584","Matn2",3.94367390444686,2.81645283456817,0.000113848180856112,"CA1"
"8585","Matn4",0.0327380552974435,-0.903344428176363,0.927389009376565,"none"
"8586","Matr3",0.00484162651955388,0.131547449599683,0.988913654485704,"none"
"8587","Mau2",0.00669378611366504,-0.213720092523519,0.984705160439594,"none"
"8588","Mavs",0.119168578160108,-1.55772596437718,0.760031201738994,"none"
"8589","Max",0.00612489610390086,-0.264574154951301,0.985995888304292,"none"
"8590","Maz",0.924359672356718,-0.744734086429772,0.119025585814892,"none"
"8592","Mb21d1",0.0040628251745261,-0.515555610365641,0.990688621203011,"none"
"8593","Mb21d2",0.189068903123605,1.17300752683909,0.647039951283672,"none"
"8594","Mbd1",0.00516700943047672,-0.341239810978776,0.988173016263497,"none"
"8595","Mbd2",0.00669378611366504,0.262510795362636,0.984705160439594,"none"
"8596","Mbd3",0.00669378611366504,-0.292002456347143,0.984705160439594,"none"
"8597","Mbd4",0.228637038552044,-1.50091632375683,0.590694546678464,"none"
"8598","Mbd5",0.00323183782773802,0.165509858580541,0.992586038408608,"none"
"8599","Mbd6",0.290332217664605,-0.858570668342622,0.512469215848653,"none"
"8600","Mbip",0.0129722750816409,-0.752150399002262,0.970571925593145,"none"
"8602","Mblac2",0.0116529775510725,-0.436407241568491,0.973524806820896,"none"
"8603","Mbnl1",1.31383367867405,1.25655484668666,0.0485474386208565,"CA1"
"8604","Mbnl2",0.416477097851193,0.62169888816694,0.383285952124634,"none"
"8606","Mboat2",0.0132366352469797,0.517916715691613,0.969981306809229,"none"
