"gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","logP"
"0610007P14Rik","56.3070268480055","-0.464150270806349","0.517548044132136","0.369812051757276","0.628520914286503","0.4"
"0610009B22Rik","14.9893131703804","1.3011613158325","1.0592464058117","0.219302858757745","0.473799811971299","0.7"
"0610009L18Rik","3.59714408187201","2.33990455880073","2.10769920674501","0.266925750957078",NA,"0.6"
"0610009O20Rik","58.4547767133787","0.669173730175893","0.461059613966668","0.146673455431755","0.381641666445467","0.8"
"0610010F05Rik","86.4388281124569","0.0524077861874571","0.41299789562997","0.89902270257572","0.957842953783971","0"
"0610010K14Rik","19.9981907626639","-1.35256929610609","0.798900577375608","0.0904481722862113","0.293816691622528","1"
"0610012G03Rik","68.0937944610033","0.272228328528731","0.427934995648397","0.524682495075812","0.749529430798541","0.3"
"0610030E20Rik","47.0499605846191","-0.631532938794544","0.613515325952339","0.303306860922378","0.56290258878474","0.5"
"0610037L13Rik","96.106078310519","-0.0292931458484166","0.464906196478031","0.949759558015625","0.979686398832014","0"
"0610040J01Rik","4.44715545159889","3.34399054026841","2.06117454062214","0.104723857891676",NA,"1"
"1110002E22Rik","13.3585946311593","1.40409159394779","1.71180886305308","0.412080138203082","0.664661074566763","0.4"
"1110004E09Rik","39.4227846452583","-0.312967444256735","0.658084355811705","0.634378297514531","0.818980237823737","0.2"
"1110004F10Rik","161.311861850967","-0.605833322508681","0.326860825965904","0.0638121361581252","0.244538815487081","1.2"
"1110008F13Rik","75.6333231584965","-0.829434028768899","0.497713010475175","0.0956157487726643","0.30120992190219","1"
"1110008L16Rik","9.48075238387501","-0.359013058118751","0.973440394553285","0.712270494311346","0.865380500318123","0.1"
"1110008P14Rik","98.6194367856583","-0.820882153851248","0.475279700414932","0.0841396628092869","0.283555163114506","1.1"
"1110012L19Rik","6.88388180219156","3.79406936988629","1.71798390907272","0.0272134139187731","0.159903796027179","1.6"
"1110017D15Rik","1.77774896150455","-0.751405381228223","2.72180068792756","0.782494904495605",NA,"0.1"
"1110032A03Rik","24.9260436213949","-0.493206549592814","0.744342480550881","0.507582275853562","0.735014591550815","0.3"
"1110032F04Rik","13.0396664285337","3.10030966326763","1.37855140224021","0.0245149163780158","0.15208873950929","1.6"
"1110034G24Rik","13.3463037428886","-0.766218993374572","0.947013409453544","0.418463432146876","0.669197727541838","0.4"
"1110037F02Rik","124.853305899302","-0.418383490211197","0.424213934728338","0.324007561109204","0.581819532728366","0.5"
"1110038F14Rik","37.6891696922173","0.692868386167051","0.703514415292775","0.324689227114272","0.582462712574478","0.5"
"1110051M20Rik","142.922837828156","0.306826822638564","0.334957890321562","0.359658447025171","0.618604676078775","0.4"
"1110059E24Rik","29.4556658727734","-0.594560537843108","0.582705847194347","0.307565242597039","0.566195398993229","0.5"
"1110059G10Rik","18.0119864801479","0.62966215992846","0.813951580216386","0.439175208396687","0.684799840063381","0.4"
"1110065P20Rik","72.3794669971051","-0.865749904677998","0.597692828621944","0.14748108032656","0.382431717062073","0.8"
"1190002N15Rik","123.065174564515","0.609269434002311","0.447107331397855","0.172979705689024","0.416507503080235","0.8"
"1190005I06Rik","3.47093580049416","2.36313214860843","2.48867653395032","0.342339045679311",NA,"0.5"
"1190007I07Rik","9.25185037934784","1.16178558104974","1.12874054598632","0.303349986660524","0.56290258878474","0.5"
"1300017J02Rik","2.42397529163596","-6.4871138080609","5.59545372232111","0.246311762092558",NA,"0.6"
"1500009C09Rik","87.9971055555518","0.0924743737854255","0.490417612949904","0.850435721928144","0.93557639190273","0.1"
"1500009L16Rik","13.6384682851865","0.983242957800827","1.2825762251003","0.443310090411015","0.687622462057037","0.4"
"1500011B03Rik","130.925455174806","0.00233359575700246","0.472385769898679","0.99605844931988","0.998226641337944","0"
"1500011K16Rik","34.9305754636329","-1.30774656691438","0.662332378943108","0.0483298425399814","0.212025525713166","1.3"
"1500015O10Rik","1.01722013515825","1.90256072244446","4.34571501908105","0.66153015540221",NA,"0.2"
"1520401A03Rik","0.52360452277188","0.427474303105041","4.34565316688997","0.9216398841173",NA,"0"
"1600002H07Rik","16.655571290466","0.688188566470857","1.13558259164321","0.544499832639032","0.76271125701071","0.3"
"1600002K03Rik","8.93810846927224","-2.82700344542482","1.43855672854401","0.0493949735767945","0.21467615650463","1.3"
"1600012H06Rik","29.3388961140313","0.0189247392090414","0.687115419116819","0.978027201877256","0.991821522763535","0"
