gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
OLFR444	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR465-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR467	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR39	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR477	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR484	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR483	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR482	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR481	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR480	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR48	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR479	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR478	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR476	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR468-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR475-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR474	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR473	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR472	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR471	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR470	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR47	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR469	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR442-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR440-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR44	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR399	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR408-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR406	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR405-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR404-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR403	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR402	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR401	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR400-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR398	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR439-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR397	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR396-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR395	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR394	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR393	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR392	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR391-PS	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR390	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR409-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR410	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR411	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR416-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR437	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR436-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR435	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR434	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR432	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR431-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR430	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR43	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR429	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR428-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR427	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR424	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR421-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR420	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR419	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR418	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR417	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR298	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR297	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR296-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1511	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR154	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1537	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1535	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1532-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1527-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR152	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1513	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1512	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1510	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1544-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1509	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1508	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1507	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1506	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1505	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1504	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1503-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1502	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1542-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR155	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR295	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR165	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR172	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR171	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR170	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR17	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR169	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR168	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR167	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR166	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR164	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1555-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR163-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR162-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR161	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR160	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR16	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR159	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR157	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR156	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1501	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1500	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR150	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1472	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR148	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1479-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1478-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1477	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1476-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1475	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1474	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1473-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1471	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR15	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1470-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR147	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1469	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1468-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1467	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1466	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1465	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1464-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1480	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1481-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1482-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1483-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1499	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1498-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1497	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1496	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1495	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1494	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1493-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1492-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1491	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1490	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR149	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1489	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1488-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1487	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1486-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1485-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR1484	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR173	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR175-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR177	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR250	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR266	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR263	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR262	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR260-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR26	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR259	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR258-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR251	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR248	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR229	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR247	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR243	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR241-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR240-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR24	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR237-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR235	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR231	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR268-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR269-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR27	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR270	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR294	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR293	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR292	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR291	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR290	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR29-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR289-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR285	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR284	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR283	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR281	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR279	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR278-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR275	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR273	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR272	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR271-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR23	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR228	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR178	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR190	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR199	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR198	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR196	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR195	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR194	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR193	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR192	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR191	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR189-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR225	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR188-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR187	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR186	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR185-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
GM45228	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR183	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR181	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR180	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR2	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR20	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR200-PS1	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR201	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR224	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
OLFR223	0.013824544339955835	-4.802100273276165	0.02598199023028316	0.9795570692722193	0.9855036808390536	-6.2987668665948275
