"ENSMUSG"
"467","ENSMUSG00000005089.15"
"468","ENSMUSG00000063873.10"
"469","ENSMUSG00000050144.13"
"470","ENSMUSG00000040441.8"
"471","ENSMUSG00000028976.10"
"472","ENSMUSG00000037771.11"
"473","ENSMUSG00000020261.15"
"474","ENSMUSG00000060961.14"
"475","ENSMUSG00000052026.7"
"476","ENSMUSG00000054640.14"
"477","ENSMUSG00000026062.12"
"478","ENSMUSG00000036790.5"
"479","ENSMUSG00000059772.12"
"480","ENSMUSG00000032402.12"
"481","ENSMUSG00000024921.17"
"482","ENSMUSG00000044349.15"
"483","ENSMUSG00000037972.6"
"484","ENSMUSG00000020180.9"
"485","ENSMUSG00000027423.15"
"486","ENSMUSG00000056153.14"
"487","ENSMUSG00000031626.17"
"488","ENSMUSG00000034801.13"
"489","ENSMUSG00000076431.4"
"490","ENSMUSG00000024176.10"
"491","ENSMUSG00000033396.13"
"492","ENSMUSG00000035206.9"
"493","ENSMUSG00000045733.7"
"494","ENSMUSG00000004366.3"
"495","ENSMUSG00000025425.17"
"496","ENSMUSG00000017400.10"
"497","ENSMUSG00000026718.17"
"498","ENSMUSG00000026277.13"
"499","ENSMUSG00000053963.7"
"500","ENSMUSG00000007207.10"
"501","ENSMUSG00000046314.15"
"502","ENSMUSG00000014873.15"
"503","ENSMUSG00000022340.14"
"504","ENSMUSG00000059602.14"
"505","ENSMUSG00000049303.10"
"506","ENSMUSG00000030616.15"
"507","ENSMUSG00000037343.7"
"508","ENSMUSG00000052031.7"
"509","ENSMUSG00000046985.11"
"510","ENSMUSG00000038517.15"
"511","ENSMUSG00000025246.13"
"512","ENSMUSG00000054034.10"
"513","ENSMUSG00000020034.7"
"514","ENSMUSG00000024170.15"
"515","ENSMUSG00000021253.6"
"516","ENSMUSG00000032011.4"
"517","ENSMUSG00000002489.15"
"518","ENSMUSG00000006301.17"
"519","ENSMUSG00000020023.17"
"520","ENSMUSG00000054871.4"
"521","ENSMUSG00000031953.2"
"522","ENSMUSG00000054013.5"
"523","ENSMUSG00000043061.9"
"524","ENSMUSG00000079659.5"
"525","ENSMUSG00000030059.15"
"526","ENSMUSG00000049775.16"
"527","ENSMUSG00000024793.14"
"528","ENSMUSG00000027692.16"
"529","ENSMUSG00000059866.13"
"530","ENSMUSG00000026028.12"
"531","ENSMUSG00000021711.16"
"532","ENSMUSG00000023992.14"
"533","ENSMUSG00000038760.13"
"534","ENSMUSG00000043279.9"
"535","ENSMUSG00000009292.17"
"536","ENSMUSG00000037031.9"
"537","ENSMUSG00000007944.8"
"538","ENSMUSG00000051747.14"
"539","ENSMUSG00000026202.13"
"540","ENSMUSG00000062591.5"
"541","ENSMUSG00000027263.12"
"542","ENSMUSG00000010054.4"
"543","ENSMUSG00000032175.10"
"544","ENSMUSG00000027298.17"
"545","ENSMUSG00000030579.10"
"546","ENSMUSG00000038538.17"
"547","ENSMUSG00000002550.16"
"548","ENSMUSG00000020770.13"
"549","ENSMUSG00000058301.7"
"550","ENSMUSG00000063882.12"
"551","ENSMUSG00000071528.3"
"552","ENSMUSG00000029407.10"
"553","ENSMUSG00000028514.15"
"554","ENSMUSG00000022867.9"
"555","ENSMUSG00000029592.11"
"556","ENSMUSG00000054814.14"
"557","ENSMUSG00000030337.16"
"558","ENSMUSG00000045210.8"
"559","ENSMUSG00000029462.18"
"560","ENSMUSG00000030534.13"
"561","ENSMUSG00000030889.14"
"562","ENSMUSG00000050122.18"
"563","ENSMUSG00000037622.14"
"564","ENSMUSG00000060475.12"
"565","ENSMUSG00000002741.9"
"566","ENSMUSG00000102976.5"
"567","ENSMUSG00000031428.11"
"568","ENSMUSG00000029427.11"
"569","ENSMUSG00000024750.10"
"570","ENSMUSG00000025821.9"
"571","ENSMUSG00000064264.14"
"572","ENSMUSG00000085795.8"
"573","ENSMUSG00000071064.13"
"574","ENSMUSG00000041961.14"
"575","ENSMUSG00000034430.16"
